Brand,Competitive,Related
Food Junction,"['Qiji', 'Food court', 'Kim San Leng Food Centre', 'Pit 6', 'Paradise Dynasty', 'Souperstar', 'Canteen', 'Pastamania', 'Pit 07C', 'Kopitiam', 'Pit 20C', ""Long John Silver's"", 'Teh Tarik Time', 'Hawker Centre', 'Koufu', ""Han's"", 'Encik Tan', 'Pit 04B', 'Bak kut teh', 'Mr Bean', 'The Soup Spoon', 'Foodfare', 'Pit 03B', ""Swensen's"", 'KFC', 'Food Republic', 'Tiong Bahru Bakery', 'Pit 05B']",[]
Valu$,"['Daiso', 'Minimart']",[]
Pit 07C,"['Qiji', 'Food court', 'Kim San Leng Food Centre', 'Pit 6', 'Paradise Dynasty', 'Souperstar', 'Canteen', 'Pastamania', 'Kopitiam', 'Pit 20C', ""Long John Silver's"", 'Teh Tarik Time', 'Hawker Centre', 'Koufu', ""Han's"", 'Encik Tan', 'Food Junction', 'Pit 04B', 'Bak kut teh', 'Mr Bean', 'The Soup Spoon', 'Foodfare', 'Pit 03B', ""Swensen's"", 'KFC', 'Food Republic', 'Tiong Bahru Bakery', 'Pit 05B']",[]
Sasa,"['Sephora', 'The Body Shop', 'Etude House']",[]
Ang Mo,"['NTUC Fairprice', 'Cold Storage', 'Giant', 'Don Don Donki', 'Prime', 'Prime Supermarket', 'Hao Mart', 'U Stars Supermarket', 'Sheng Siong']",[]
Sparkletots,"['PCF Sparkletots Preschool', 'My First Skool', 'Little Footprints Preschool']",[]
Hao Mart,"['Ang Mo', 'NTUC Fairprice', 'Cold Storage', 'Giant', 'Don Don Donki', 'Prime', 'Prime Supermarket', 'U Stars Supermarket', 'Sheng Siong']",[]
Money Max,['Maxi-Cash'],[]
Prima Deli,"['Chateraise', 'BreadTalk', 'Bengawan Solo', 'Four Leaves']",[]
OPPO Store,"['Courts', 'Challenger', 'Best Denki', 'Harvey Norman']",[]
Cedele,"['Saizeriya', 'Canadian Pizza', 'Old Chang Kee', 'MOS Burger', 'LiHO Tea', 'Subway', 'Crystal Jade', 'Genki Sushi', 'Pizza Hut', 'Burger King', ""Domino's"", 'Ichiban Boshi', 'KOI Express', ""McDonald's"", 'Din Tai Fung', 'Tim Ho Wan', 'Gong Cha', 'Monster Curry', 'KOI Thé', 'LiHO', 'Sushi Express']",[]
Singapore Management University,[],['Library@chinatown']
Han's,"['Qiji', 'Food court', 'Kim San Leng Food Centre', 'Pit 6', 'Paradise Dynasty', 'Souperstar', 'Canteen', 'Pastamania', 'Pit 07C', 'Kopitiam', 'Pit 20C', ""Long John Silver's"", 'Teh Tarik Time', 'Hawker Centre', 'Koufu', 'Encik Tan', 'Food Junction', 'Pit 04B', 'Bak kut teh', 'Mr Bean', 'The Soup Spoon', 'Foodfare', 'Pit 03B', ""Swensen's"", 'KFC', 'Food Republic', 'Tiong Bahru Bakery', 'Pit 05B']",[]
Phoon Huat,"['7-Eleven', 'Cheers']",[]
Ya Kun Family Cafe,"['Starbucks', 'The Coffee Bean & Tea Leaf', 'Fun Toast', 'Ya Kun Kaya Toast', 'Heavenly Wang', 'Toast Box', 'Coffee Shop', 'Killiney']",[]
Sephora,"['Sasa', 'The Body Shop', 'Etude House']",['Watsons']
Tim Ho Wan,"['Saizeriya', 'Canadian Pizza', 'Old Chang Kee', 'MOS Burger', 'LiHO Tea', 'Subway', 'Crystal Jade', 'Genki Sushi', 'Pizza Hut', 'Burger King', ""Domino's"", 'Ichiban Boshi', 'KOI Express', ""McDonald's"", 'Din Tai Fung', 'Gong Cha', 'Monster Curry', 'Cedele', 'KOI Thé', 'LiHO', 'Sushi Express']",[]
Kcuts,[],[]
Encik Tan,"['Qiji', 'Food court', 'Kim San Leng Food Centre', 'Pit 6', 'Paradise Dynasty', 'Souperstar', 'Canteen', 'Pastamania', 'Pit 07C', 'Kopitiam', 'Pit 20C', ""Long John Silver's"", 'Teh Tarik Time', 'Hawker Centre', 'Koufu', ""Han's"", 'Food Junction', 'Pit 04B', 'Bak kut teh', 'Mr Bean', 'The Soup Spoon', 'Foodfare', 'Pit 03B', ""Swensen's"", 'KFC', 'Food Republic', 'Tiong Bahru Bakery', 'Pit 05B']",[]
Maxi-Cash,['Money Max'],[]
Genki Sushi,"['Saizeriya', 'Canadian Pizza', 'Old Chang Kee', 'MOS Burger', 'LiHO Tea', 'Subway', 'Crystal Jade', 'Pizza Hut', 'Burger King', ""Domino's"", 'Ichiban Boshi', 'KOI Express', ""McDonald's"", 'Din Tai Fung', 'Tim Ho Wan', 'Gong Cha', 'Monster Curry', 'Cedele', 'KOI Thé', 'LiHO', 'Sushi Express']",['Genki Sushi']
Golden Village,[],[]
Bengawan Solo,"['Prima Deli', 'BreadTalk', 'Chateraise', 'Four Leaves']",[]
Don Don Donki,"['Ang Mo', 'NTUC Fairprice', 'Cold Storage', 'Giant', 'Prime', 'Prime Supermarket', 'Hao Mart', 'U Stars Supermarket', 'Sheng Siong']",['Sony']
Hawker Centre,"['Qiji', 'Food court', 'Kim San Leng Food Centre', 'Pit 6', 'Paradise Dynasty', 'Souperstar', 'Canteen', 'Pastamania', 'Pit 07C', 'Kopitiam', 'Pit 20C', ""Long John Silver's"", 'Teh Tarik Time', 'Koufu', ""Han's"", 'Encik Tan', 'Food Junction', 'Pit 04B', 'Bak kut teh', 'Mr Bean', 'The Soup Spoon', 'Foodfare', 'Pit 03B', ""Swensen's"", 'KFC', 'Food Republic', 'Tiong Bahru Bakery', 'Pit 05B']",[]
Kim San Leng Food Centre,"['Qiji', 'Food court', 'Pit 6', 'Paradise Dynasty', 'Souperstar', 'Canteen', 'Pastamania', 'Pit 07C', 'Kopitiam', 'Pit 20C', ""Long John Silver's"", 'Teh Tarik Time', 'Hawker Centre', 'Koufu', ""Han's"", 'Encik Tan', 'Food Junction', 'Pit 04B', 'Bak kut teh', 'Mr Bean', 'The Soup Spoon', 'Foodfare', 'Pit 03B', ""Swensen's"", 'KFC', 'Food Republic', 'Tiong Bahru Bakery', 'Pit 05B']",[]
Twelve Cupcakes,[],[]
Muji,[],['Sony']
Cristofori Music School,[],[]
Souperstar,"['Qiji', 'Food court', 'Kim San Leng Food Centre', 'Pit 6', 'Paradise Dynasty', 'Canteen', 'Pastamania', 'Pit 07C', 'Kopitiam', 'Pit 20C', ""Long John Silver's"", 'Teh Tarik Time', 'Hawker Centre', 'Koufu', ""Han's"", 'Encik Tan', 'Food Junction', 'Pit 04B', 'Bak kut teh', 'Mr Bean', 'The Soup Spoon', 'Foodfare', 'Pit 03B', ""Swensen's"", 'KFC', 'Food Republic', 'Tiong Bahru Bakery', 'Pit 05B']",[]
Minimart,"['Daiso', 'Valu$']",[]
Teh Tarik Time,"['Qiji', 'Food court', 'Kim San Leng Food Centre', 'Pit 6', 'Paradise Dynasty', 'Souperstar', 'Canteen', 'Pastamania', 'Pit 07C', 'Kopitiam', 'Pit 20C', ""Long John Silver's"", 'Hawker Centre', 'Koufu', ""Han's"", 'Encik Tan', 'Food Junction', 'Pit 04B', 'Bak kut teh', 'Mr Bean', 'The Soup Spoon', 'Foodfare', 'Pit 03B', ""Swensen's"", 'KFC', 'Food Republic', 'Tiong Bahru Bakery', 'Pit 05B']",[]
Spectacle Hut,[],[]
Chateraise,"['Prima Deli', 'BreadTalk', 'Bengawan Solo', 'Four Leaves']",[]
Monster Curry,"['Saizeriya', 'Canadian Pizza', 'Old Chang Kee', 'MOS Burger', 'LiHO Tea', 'Subway', 'Crystal Jade', 'Genki Sushi', 'Pizza Hut', 'Burger King', ""Domino's"", 'Ichiban Boshi', 'KOI Express', ""McDonald's"", 'Din Tai Fung', 'Tim Ho Wan', 'Gong Cha', 'Cedele', 'KOI Thé', 'LiHO', 'Sushi Express']",[]
Skechers,"['Bata', 'Charles & Keith']","['Omega', 'Cartier']"
KOI Express,"['Saizeriya', 'Canadian Pizza', 'Old Chang Kee', 'MOS Burger', 'LiHO Tea', 'Subway', 'Crystal Jade', 'Genki Sushi', 'Pizza Hut', 'Burger King', ""Domino's"", 'Ichiban Boshi', ""McDonald's"", 'Din Tai Fung', 'Tim Ho Wan', 'Gong Cha', 'Monster Curry', 'Cedele', 'KOI Thé', 'LiHO', 'Sushi Express']",[]
National Healthcare Group,"['SingHealth', 'Raffles Medical']",[]
Obstacle Course at Forest Adventure,[],[]
Best Denki,"['Courts', 'Challenger', 'OPPO Store', 'Harvey Norman']",['Sony']
SingHealth,"['National Healthcare Group', 'Raffles Medical']",[]
CASIO,"['The Hour Glass', 'Swarovski', 'City Chain', 'Pandora', 'Swatch', 'Rolex']",[]
Canadian Pizza,"['Saizeriya', 'Old Chang Kee', 'MOS Burger', 'LiHO Tea', 'Subway', 'Crystal Jade', 'Genki Sushi', 'Pizza Hut', 'Burger King', ""Domino's"", 'Ichiban Boshi', 'KOI Express', ""McDonald's"", 'Din Tai Fung', 'Tim Ho Wan', 'Gong Cha', 'Monster Curry', 'Cedele', 'KOI Thé', 'LiHO', 'Sushi Express']",[]
Killiney,"['Starbucks', 'The Coffee Bean & Tea Leaf', 'Fun Toast', 'Ya Kun Kaya Toast', 'Heavenly Wang', 'Toast Box', 'Coffee Shop', 'Ya Kun Family Cafe']",[]
Qiji,"['Food court', 'Kim San Leng Food Centre', 'Pit 6', 'Paradise Dynasty', 'Souperstar', 'Canteen', 'Pastamania', 'Pit 07C', 'Kopitiam', 'Pit 20C', ""Long John Silver's"", 'Teh Tarik Time', 'Hawker Centre', 'Koufu', ""Han's"", 'Encik Tan', 'Food Junction', 'Pit 04B', 'Bak kut teh', 'Mr Bean', 'The Soup Spoon', 'Foodfare', 'Pit 03B', ""Swensen's"", 'KFC', 'Food Republic', 'Tiong Bahru Bakery', 'Pit 05B']",[]
Heavenly Wang,"['Starbucks', 'The Coffee Bean & Tea Leaf', 'Fun Toast', 'Ya Kun Kaya Toast', 'Toast Box', 'Killiney', 'Coffee Shop', 'Ya Kun Family Cafe']",[]
Little Footprints Preschool,"['PCF Sparkletots Preschool', 'My First Skool', 'Sparkletots']",[]
H&M,"['Uniqlo', 'Mango', 'Cotton On']","['Zara', 'Calvin Klein']"
My First Skool,"['PCF Sparkletots Preschool', 'Little Footprints Preschool', 'Sparkletots']",[]
Bak kut teh,"['Qiji', 'Food court', 'Kim San Leng Food Centre', 'Pit 6', 'Paradise Dynasty', 'Souperstar', 'Canteen', 'Pastamania', 'Pit 07C', 'Kopitiam', 'Pit 20C', ""Long John Silver's"", 'Teh Tarik Time', 'Hawker Centre', 'Koufu', ""Han's"", 'Encik Tan', 'Food Junction', 'Pit 04B', 'Mr Bean', 'The Soup Spoon', 'Foodfare', 'Pit 03B', ""Swensen's"", 'KFC', 'Food Republic', 'Tiong Bahru Bakery', 'Pit 05B']",[]
Xin Wang Hong Kong Cafe,[],[]
S11,[],[]
Miniso,[],[]
GoCycling,[],[]
BOC,[],"['ANZ', 'State Bank of India', 'Standard Chartered', 'BNP Paribas', 'Oversea-Chinse Banking Corporation Ltd', 'UOB', 'HSBC', 'Bank of China', 'DBS']"
Cathay Cineplex,[],[]
Dunkin',[],"['A&W', 'Starbucks', 'The Coffee Bean & Tea Leaf', 'Krispy Kreme', 'McCafé', ""Carl's Jr."", 'Costa', 'Shake Shack', ""McDonald's"", 'Joe & The Juice', 'Ya Kun Kaya Toast']"
Saladstop!,[],[]
Canton Paradise,[],[]
Samsonite,[],[]
4Fingers Crispy Chicken,[],"['Bonchon Chicken', 'Wing Stop']"
Timezone,[],[]
Ministry of Education,[],[]
Happy Hawkers,[],[]
Astons,[],[]
Wine Connection,[],[]
5footway.inn,[],[]
Popeyes,[],"['A&W', 'Wing Stop', ""Carl's Jr."", 'Shake Shack', 'Bonchon Chicken']"
Wok Hey,[],[]
Shake Shack,[],"['Little Caesars', 'Yoshinoya', 'MOS Burger', ""Dunkin'"", 'A&W', 'Jollibee', 'Krispy Kreme', 'Wing Stop', ""Long John Silver's"", 'Five Guys', 'Baskin-Robbins', 'Cold Stone Creamery', 'Pizza Hut', 'Starbucks', 'Burger King', ""Domino's"", ""Carl's Jr."", ""McDonald's"", 'Texas Chicken', 'The Coffee Bean & Tea Leaf', 'Häagen-Dazs', ""Ben & Jerry's"", 'Popeyes', 'KFC']"
Zara,[],"['H&M', 'Calvin Klein']"
Wonderwash,[],[]
Paris Baguette,[],[]
Adidas,[],"['Omega', 'Cartier']"
R&B巡茶,[],[]
Acumed Medical Group,[],[]
Decathlon,[],[]
NTUC,[],[]
EC House,[],[]
Sushi Tei,[],[]
Jollibee,[],"[""Carl's Jr."", 'A&W', 'Wing Stop', 'Bonchon Chicken']"
Dian Xiao Er,[],[]
Isetan,[],['Sony']
Peperoni Pizzeria,[],[]
Owndays,[],[]
MOE,[],[]
Mustafa Centre,[],[]
Chang Cheng,[],[]
Royal Sporting House,[],[]
Yoshinoya,[],"['Ajisen Ramen', 'A&W', 'Sony', 'MOS Burger', ""Carl's Jr.""]"
Toys R Us,[],[]
New Balance,[],[]
ValueMax,[],[]
A Poke Theory,[],[]
Multi-purpose Sheltered Area,[],[]
Fish & Co.,[],[]
Healthway Medical Clinic,[],[]
IPPUDO,[],"['Ajisen_Ramen', 'Ajisen Ramen']"
Children's Pool,[],[]
Laundry Club,[],[]
Paul,[],[]
Krispy Kreme,[],"['A&W', 'Starbucks', 'The Coffee Bean & Tea Leaf', 'Guzman y Gomez', 'McCafé', ""Carl's Jr."", 'Costa', ""Dunkin'"", ""McDonald's"", 'Joe & The Juice', 'Ya Kun Kaya Toast']"
Far East,[],"['Orchard Gateway @ Emerald', 'Frasers CenterPoint Malls']"
Texas Chicken,[],"[""Carl's Jr."", 'A&W', 'Wing Stop', 'Bonchon Chicken']"
Kaffe & Toast,[],[]
Seoul Garden,[],[]
Parkway Shenton Medical Group,[],[]
Buzz,[],[]
Jack's Place,[],[]
Sukiya,[],[]
Gain City,[],[]
QB House,[],[]
Nando's,[],"['Bonchon Chicken', 'Wing Stop', 'Guzman y Gomez']"
Holiday Inn,[],[]
State Bank of India,[],"['ANZ', 'Standard Chartered', 'BNP Paribas', 'Shell Select', 'Oversea-Chinse Banking Corporation Ltd', 'BOC', 'UOB', 'HSBC', 'Bank of China', 'DBS', 'Samsung']"
Umi Sushi,[],[]
Pat's Schoolhouse,[],[]
Workspace Expresso Bar Marina One,[],[]
Cortina,[],[]
United Overseas Bank,[],[]
Maki-San,[],[]
EAT.,[],[]
NTUC Health Nursing Home,[],[]
Sakae Sushi,[],[]
My Family Clinic,[],[]
Giordano,[],[]
Choices,[],[]
Coffee Hive,[],[]
Famous Amos,[],[]
Scanteak,[],[]
HUAWEI Concept Store,[],[]
"Drs Koo, Fok & Associates",[],[]
Bedok 538 Food Centre,[],[]
Wellaholic,[],[]
Swee Heng,[],[]
Snip Avenue,[],[]
Crocs,[],[]
Burger Frites,[],[]
Astons Specialities,[],[]
Sri Murugan,[],[]
7 Stars,[],[]
Marks & Spencer,[],[]
PA Water-Venture Pasir Ris,[],[]
Tea Tree Cafe,[],[]
Singapore American School,[],[]
Jurong West Secondary School,[],[]
Ajisen Ramen,[],"['IPPUDO', 'Ajisen_Ramen']"
Fei Siong Group,[],[]
Street art,[],[]
Anglo-Chinese School (Independent),[],[]
Putien,[],[]
Shine Korea,[],[]
Awfully Chocolate,[],[]
Kumon,[],['Sony']
Tuk Tuk Cha,[],[]
Lacoste,[],"['Omega', 'Cartier']"
Peach Garden,[],[]
Polar,[],[]
EtonHouse,[],[]
Jean Yip Hub,[],[]
I-Tec Supermart,[],[]
QB House Premium,[],[]
Baker & Cook,[],[]
Maison Kayser,[],[]
Village Hotel,[],[]
Singapore Furniture,[],[]
Collin's,[],[]
Shaw,[],[]
PS Cafe,[],[]
Broadway,[],[]
Boost,[],[]
Duke Bakery,[],[]
Crave,[],[]
Jewel Coffee,[],[]
Joe & Dough,[],[]
Fatboy's,[],[]
Stuff'd,[],[]
O' Coffee Club,[],[]
Star Mart,[],[]
Spa Pool,[],[]
Wet Market,[],[]
Giant Express,[],[]
Photo-Me,[],[]
Rocky Master,[],[]
Levi's,[],"['Bulgari', 'Omega', 'Cartier']"
MindChamps Preschool,[],[]
Pepper Lunch,[],['Guzman y Gomez']
The Cocoa Trees,[],[]
Carl's Jr.,[],"['Little Caesars', 'Yoshinoya', 'MOS Burger', 'Shake Shack', ""Dunkin'"", 'A&W', 'Jollibee', 'Krispy Kreme', 'Wing Stop', ""Long John Silver's"", 'Five Guys', 'Baskin-Robbins', 'Cold Stone Creamery', 'Pizza Hut', 'Starbucks', 'Burger King', ""Domino's"", ""McDonald's"", 'Texas Chicken', 'The Coffee Bean & Tea Leaf', 'Häagen-Dazs', ""Ben & Jerry's"", 'Popeyes', 'KFC']"
Hoshino Coffee,[],[]
Simply Bread,[],[]
IKEA,[],[]
Sony,[],"['Isetan', 'Honda', 'Yoshinoya', 'Don Don Donki', 'Yamaha', 'Kumon', 'Best Denki', 'Uniqlo', 'Daiso', 'Muji']"
Prohealth Medical Group,[],[]
Apple Store,[],[]
Boon Tong Kee,[],[]
Supermama,[],[]
Tori Q,[],[]
Star Learners Childcare Centre,[],[]
Gastronomia,[],[]
Chicha San Chen,[],[]
Sanook Kitchen,[],[]
Each A Cup,[],[]
Timberland,[],[]
Indian Grocery Store,[],[]
Simply Toys,[],[]
Coconut Queen,[],[]
Guzman y Gomez,[],"['Baskin-Robbins', 'Pizza Hut', 'Starbucks', ""McDonald's"", 'Krispy Kreme', 'Pepper Lunch', 'McCafé', ""Nando's"", 'MOS Burger', ""Ben & Jerry's"", 'Outback Steakhouse', 'KFC', 'Din Tai Fung']"
Eighteen Chefs,[],[]
Brewerkz,[],[]
The Daily Cut,[],[]
Golden Ocean,[],[]
Hush Puppies,[],[]
Huggs,[],[]
Central Clinic,[],[]
Bonchon Chicken,[],"['Texas Chicken', 'Jollibee', 'Wing Stop', '4Fingers Crispy Chicken', ""Nando's"", 'Popeyes', 'KFC']"
The Dental Practice,[],[]
Park 22 Hotel,[],[]
Santa Grand Hotel,[],[]
Food Loft,[],[]
Under Armour,[],[]
M&S Outlet,[],[]
Shell Select,[],[]
Akimitsu,[],[]
Imperial Treasure,[],[]
Mavis Tutorial Centre,[],[]
Holland Village Food Centre,[],[]
ABC,[],[]
The Whisky Distillery,[],[]
Tiger Sugar,[],[]
HA @ jurong,[],[]
Shilla Duty Free,[],[]
Marutama,[],[]
Milksha,[],[]
Creamier,[],[]
Northeast Medical Group,[],[]
Badminton Court,[],[]
Swimming Complex,[],[]
An Açai Affair,[],[]
Hafary,[],[]
Poh Heng,[],[]
Dental Icon,[],[]
Chic A Boo,[],[]
Coach,[],[]
Bakery Cuisine,[],[]
Hong Leong Finance,[],[]
PizzaExpress,[],['Little Caesars']
Long Beach,[],[]
BistroG,[],[]
Hard Rock Cafe,[],[]
I-tea,[],[]
Cat & The Fiddle,[],[]
RHB Bank,[],[]
Futsal Court,[],[]
Money Changer,[],[]
Samsung,[],[]
Jia Xiang Sarawak Kolo Mee,[],[]
Sarpino's Pizza,[],[]
ITE College Central,[],['ITE College Central']
Mind Stretcher,[],[]
The Face Shop,[],[]
Sushiro,[],[]
Urban Dental,[],[]
Pezzo,[],[]
Kent Ridge Education,[],[]
Lights,[],[]
Beijing Language School,[],[]
Yamaha,[],['Honda']
Wee Nam Kee Chicken Rice,[],[]
Little Farms,[],[]
Kraftwich,[],[]
Shi Li Fang,[],[]
DFS Wines & Spirits,[],[]
Singapore Flyer,[],['National University Of Singapore']
Carpe Diem,[],[]
Delifrance,[],[]
Springleaf Prata Place,[],[]
NUS Co-op@Forum,[],[]
BHG,[],[]
House of Traditional Javanese Massage,[],[]
Suntec City,[],[]
LeNu,[],[]
Old Street Bak Kut Teh,[],[]
Jumbo Seafood,[],[]
Hugo Boss,[],"['Omega', 'Audi', 'Mercedes-Benz', 'Cartier']"
Tandoori,[],[]
24 Hours in Singapore,[],[]
Costa,[],"['Starbucks', 'The Coffee Bean & Tea Leaf', 'Krispy Kreme', 'McCafé', ""Dunkin'"", ""McDonald's"", 'Joe & The Juice', 'Ya Kun Kaya Toast']"
Hei Sushi,[],[]
A&W,[],"['Little Caesars', 'Yoshinoya', 'MOS Burger', 'Shake Shack', ""Dunkin'"", 'Jollibee', 'Krispy Kreme', 'Wing Stop', ""Long John Silver's"", 'Five Guys', 'Baskin-Robbins', 'Cold Stone Creamery', 'Pizza Hut', 'Starbucks', 'Burger King', ""Domino's"", ""Carl's Jr."", ""McDonald's"", 'Texas Chicken', 'The Coffee Bean & Tea Leaf', 'Häagen-Dazs', ""Ben & Jerry's"", 'Popeyes', 'KFC']"
Nippon Home,[],[]
Sports Complex,[],[]
Baker’s Bench,[],[]
Beard Papa's,[],[]
Toy Or Game,[],[]
Udders,[],[]
D'life - Vegetarian,[],[]
Aqueen,[],[]
Digi-Sound Hearing Care Centre,[],[]
Trattoria La Vita,[],[]
Angel,[],[]
Little Caesars,[],"[""Domino's"", 'Pizza Hut', 'PizzaExpress']"
Takagi Ramen,[],[]
Bedok,[],[]
Wonderful Durian,[],[]
Al-Amin,[],[]
Chocspot,[],[]
Healing Touch,[],[]
Everyday Mart,[],[]
Platypus,[],[]
Rochor Beancurd,[],[]
Chan Huat,[],[]
Haakon,[],[]
TWG Tea,[],[]
J@Wardrobe,[],[]
Stalford Learning Centre,[],[]
Real Food,[],[]
Singapore Cheshire Home,[],[]
POSB ATM,[],[]
Killiney Kopitiam,[],[]
Beauty Space,[],[]
The Green Collective,[],[]
Bright Smile Dental Surgery,[],[]
SelfFix DIY,[],[]
Pho Street,[],[]
Island Penang Kitchen,[],[]
Marina Bay Sands Tower 4 (U/C),[],[]
Starhub,[],[]
Aureus Academy,[],[]
UniverCell,[],[]
Lenskart,[],[]
DA Clinic @ Taman Jurong,[],[]
Vanguard Healthcare,[],[]
Pasir Ris Secondary School,[],[]
Yolé,[],[]
Chicken Pot,[],[]
Best Lightings,[],[]
HAO Eccellente,[],[]
Singapore Changi Airport Terminal 3,[],[]
Benjamin Barker,[],[]
Nakhon Kitchen,[],[]
Presto,[],[]
Project Pizza,[],[]
Mrs Pho,[],[]
iStudio,[],[]
Bukit Panjang Primary School,[],[]
SKP,[],[]
Discover Singapore,[],[]
Wheeler's Yard,[],[]
Tanglin,[],[]
Heritage,[],[]
Bossini,[],[]
Thomson Medical Centre,[],[]
Hotel Bencoolen,[],[]
Stamford Tyres,[],[]
Xpressflower.com,[],[]
Rucksack Inn,[],[]
Nespresso,[],[]
Tsuta Japanese Soba Noodles,[],[]
Tokyu Hands,[],[]
Traditional Haig Road Putu Piring,[],[]
Pets' Station,[],[]
Takara,[],[]
Victoria's Secret,[],[]
Hans im Glück,[],[]
Nissan,[],[]
Wonderful Gifts & Costume Jewellery,[],[]
Punggol Green Primary School,[],[]
Haidilao Hot Pot,[],[]
Swee Heng 1989 Classic,[],[]
Red House,[],[]
Heng Heng,[],[]
Hong Kong Sheng Kee Dessert,[],[]
Venus Beauty,[],[]
Jalan Bukit Merah Food Centre,[],[]
The Straits Wine Company,[],[]
SAM,[],[]
Gucci,[],"['Omega', 'Cartier']"
Boulevard,[],[]
Barber Shop,[],[]
Song Fa Bak Kut Teh,[],[]
Western Union,[],[]
Kinderland,[],[]
4Fingers,[],[]
FoodHub,[],[]
Spa,[],[]
Leica,[],[]
Tingkat Peramakan,[],[]
Privé,[],[]
Goldheart,[],[]
Fish Mart Sakuraya,[],[]
Nova,[],[]
Penang Culture,[],[]
Lego,[],[]
Dutch Colony Coffee Co.,[],[]
Tenderfresh,[],[]
OneCare Clinic,[],[]
Livia Swimming Pool,[],[]
Kim Hock Guan,[],[]
Saint Andrew's Junior College,[],[]
Dimbulah,[],[]
Alchemist,[],[]
Nene Chicken,[],[]
chicken rice,[],[]
Tip Top,[],[]
Cartier,[],"['Swarovski', 'Omega', ""Levi's"", 'Super Dry', 'Bulgari', 'Adidas', 'Louis Vuitton', 'Gucci', 'Esprit', 'Burberry', 'Hermès', 'Lacoste', 'Dolce & Gabbana', 'Chanel', 'Prada', 'Hugo Boss', 'Skechers', 'Rolex']"
Block 6,[],[]
Bathroom Warehouse,[],[]
Shaw Theatres,[],[]
Action City,[],[]
QC House,[],[]
library@Esplanade,[],[]
Little Saigon,[],[]
Eu Yan Sang,[],[]
Sengkang Secondary School,[],[]
Chocolate Origin,[],[]
SingTel,[],[]
Black Ball,[],[]
Blk 2,[],[]
Singapore Island Country Club,[],[]
Dr Chan Chan Seng,[],[]
National University Of Singapore,[],"['National University Of Singapore', 'Asian Civilisations Museum', 'Library@chinatown', 'Singapore Flyer']"
I'm Kim,[],[]
Baskin-Robbins,[],"['Cold Stone Creamery', 'Häagen-Dazs', ""Ben & Jerry's"", 'Shake Shack', ""Swensen's""]"
Restaurant André,[],[]
Nuffield Dental Central,[],[]
Standing Sushi Bar,[],[]
Ananda Bhavan,[],[]
Pinnacle Family Clinic,[],[]
Rasa Rasa,[],[]
Circuit Road Market and Food Center,[],[]
REDS Group,[],[]
Sentosa,[],[]
Toko Warisan,[],[]
Mothercare,[],[]
SOD Cafe,[],[]
OneDoctors,[],[]
F45,[],[]
Pontian Wanton Noodles,[],[]
The Cheese Shop,[],[]
Times,[],[]
Avondale Grammar School,[],[]
Smile Central Clinic,[],[]
Shihlin Taiwan Street Snacks,[],[]
Don Quijote,[],[]
E-Sarn Thai Cuisine,[],[]
Tamago-EN,[],[]
Ichikokudo,[],[]
Mellower Expresso,[],[]
VitaKids,[],[]
South Beach Avenue,[],[]
Mufiz Restaurant,[],[]
The Wine Company,[],[]
Goodyear,[],[]
OD Wellness,[],[]
Bee's Knees,[],[]
Jamal Kazura Aromatics,[],[]
Old Hen,[],[]
My Briyani House,[],[]
Proofer,[],[]
Alati,[],[]
Food Master,[],[]
IUIGA,[],[]
TAP Craft Beer Bar,[],[]
Aspire Hub Education,[],[]
Family Medical Clinic,[],[]
The Social Space,[],[]
Toni & Guy,[],[]
Mega Discount,[],[]
Alibaba,[],[]
Beach Road Scissor-Cut Curry Rice,[],[]
Finger Waltz Music & Dance,[],[]
Nam Kee Pau,[],[]
Wildlife Reserves Singapore,[],[]
Whampoa Makan Place,[],[]
Daisy's Dream Kitchen,[],[]
Scoop Wholefoods,[],[]
NTUC Foodfare,[],[]
Tong Ah Eating House,[],[]
The singapura club,[],[]
Pure Dental,[],[]
Vision Lab,[],[]
Tang Dynasty,[],[]
Lian Seng Hin,[],[]
Häagen-Dazs,[],"['Baskin-Robbins', 'Cold Stone Creamery', ""Ben & Jerry's"", 'Shake Shack', ""Swensen's""]"
Cherie Hearts,[],[]
Audi,[],[]
Tay Junction,[],[]
Weiken,[],[]
Bike Haus,[],[]
Magic Kitchen,[],[]
Smiggle,[],[]
Chong Boon Food Centre,[],[]
BBQ Green,[],[]
St. Andrew's Nursing Home,[],[]
Empress,[],[]
Typo,[],[]
Gelatissimo,[],[]
Novena,[],[]
Choh Dee Place,[],[]
Popular Holdings,[],[]
Bar Bar Black Sheep,[],[]
Calvin Klein,[],"['Zara', 'H&M']"
Plain Vanilla,[],[]
Specialized;S-Works,[],[]
Jollibean,[],[]
Bank of China,[],"['HSBC', 'BNP Paribas', 'Citibank']"
The Sandwich Shop,[],[]
Louis Vuitton,[],['Omega']
Prada,[],['Omega']
Omega,[],"['Swarovski', ""Levi's"", 'Super Dry', 'Bulgari', 'Adidas', 'Louis Vuitton', 'Gucci', 'Esprit', 'Burberry', 'Hermès', 'Lacoste', 'Dolce & Gabbana', 'Chanel', 'Prada', 'Hugo Boss', 'Skechers', 'Rolex']"
Beauté Hub,[],[]
LED Lighting,[],[]
Michelin,[],[]
Design 4 Space Pte. Ltd.,[],[]
Century,[],[]
Chai Chee Pork Porridge,[],[]
Michael Kors,[],[]
Bao Today,[],[]
Advanced Dental,[],[]
Abiraame,[],[]
