Region,Nearby,Similar
region-720,"['region-671', 'region-692', 'region-720', 'region-1750', 'region-1764', 'region-1826', 'region-1829', 'region-1854', 'region-1936']",[]
region-721,"['region-43', 'region-117', 'region-228', 'region-309', 'region-337', 'region-355', 'region-481', 'region-589', 'region-620', 'region-721', 'region-780', 'region-805', 'region-872', 'region-938', 'region-1026', 'region-1105', 'region-1271', 'region-1390', 'region-1398', 'region-1586', 'region-1738', 'region-1855', 'region-1962', 'region-1979', 'region-2020', 'region-2033']",[]
region-722,"['region-471', 'region-701', 'region-722', 'region-1381', 'region-1939', 'region-1977', 'region-2012', 'region-2030']",[]
region-723,"['region-35', 'region-74', 'region-151', 'region-539', 'region-564', 'region-627', 'region-666', 'region-723', 'region-1133', 'region-1787', 'region-1814', 'region-1826', 'region-1829', 'region-1861', 'region-1936', 'region-2015']",[]
region-724,"['region-235', 'region-280', 'region-480', 'region-724', 'region-991', 'region-1000', 'region-1031', 'region-1077', 'region-1090', 'region-1208', 'region-1383', 'region-1808', 'region-1884', 'region-1935', 'region-1984']",[]
region-725,"['region-109', 'region-196', 'region-479', 'region-725', 'region-732', 'region-832', 'region-1819', 'region-1921', 'region-2005', 'region-2023']",[]
region-726,"['region-663', 'region-726', 'region-917', 'region-1038', 'region-1182', 'region-1236', 'region-1268', 'region-1276', 'region-1294', 'region-1735', 'region-1899', 'region-1914', 'region-1923']",[]
region-727,"['region-287', 'region-325', 'region-727', 'region-1061', 'region-1092', 'region-1138', 'region-1163', 'region-1360', 'region-1393', 'region-1402', 'region-1456', 'region-1791', 'region-1995', 'region-2035', 'region-2040']",[]
region-728,"['region-284', 'region-728', 'region-1020', 'region-1067', 'region-1334', 'region-1335', 'region-1465', 'region-1552', 'region-1632', 'region-1690', 'region-1961', 'region-2010', 'region-2025', 'region-2042']",[]
region-729,"['region-279', 'region-483', 'region-491', 'region-536', 'region-689', 'region-729', 'region-1460', 'region-1532', 'region-1800', 'region-1843', 'region-1847', 'region-1868', 'region-1906', 'region-1991']",[]
region-730,"['region-28', 'region-39', 'region-75', 'region-247', 'region-249', 'region-313', 'region-343', 'region-357', 'region-430', 'region-590', 'region-604', 'region-730', 'region-922', 'region-1187', 'region-1491', 'region-1512', 'region-1549', 'region-1562', 'region-1575', 'region-1590', 'region-1744', 'region-1761', 'region-1771', 'region-1777', 'region-1786', 'region-1801', 'region-1908', 'region-2008']",[]
region-731,"['region-163', 'region-214', 'region-322', 'region-413', 'region-545', 'region-571', 'region-648', 'region-707', 'region-731', 'region-1717', 'region-1827', 'region-1873', 'region-1876', 'region-1953']",[]
region-732,"['region-109', 'region-479', 'region-725', 'region-732', 'region-832', 'region-1819', 'region-1921', 'region-2005', 'region-2023']",[]
region-733,"['region-397', 'region-488', 'region-551', 'region-733', 'region-1199', 'region-1203', 'region-1210', 'region-1219', 'region-1568', 'region-1851', 'region-1864', 'region-1966', 'region-2000', 'region-2043']",[]
region-734,"['region-42', 'region-116', 'region-192', 'region-276', 'region-684', 'region-719', 'region-734', 'region-739', 'region-740', 'region-788', 'region-830', 'region-843', 'region-870', 'region-910', 'region-949', 'region-979', 'region-1006', 'region-1032', 'region-1045', 'region-1069', 'region-1074', 'region-1078', 'region-1097', 'region-1108', 'region-1131', 'region-1153', 'region-1178', 'region-1289', 'region-1308', 'region-1326', 'region-1333', 'region-1362', 'region-1371', 'region-1378', 'region-1419', 'region-1436', 'region-1489', 'region-1538', 'region-1565', 'region-1566', 'region-1567', 'region-1578', 'region-1605', 'region-1835', 'region-1932', 'region-1942', 'region-2030']",[]
region-735,"['region-356', 'region-510', 'region-530', 'region-552', 'region-735', 'region-822', 'region-924', 'region-967', 'region-1008', 'region-1053', 'region-1260', 'region-1520', 'region-1668', 'region-1677', 'region-1783', 'region-1871', 'region-1898', 'region-1947', 'region-2026']",[]
region-736,"['region-736', 'region-981', 'region-1305', 'region-1415', 'region-1442', 'region-1477', 'region-1720', 'region-1812', 'region-1850', 'region-1893', 'region-1896', 'region-1944']",[]
region-737,"['region-67', 'region-412', 'region-567', 'region-737', 'region-1939', 'region-1961', 'region-1977', 'region-2025']",[]
region-738,"['region-132', 'region-170', 'region-264', 'region-434', 'region-458', 'region-524', 'region-738', 'region-747', 'region-751', 'region-793', 'region-831', 'region-869', 'region-890', 'region-989', 'region-1011', 'region-1142', 'region-1147', 'region-1157', 'region-1180', 'region-1181', 'region-1291', 'region-1322', 'region-1330', 'region-1679', 'region-1775', 'region-1937', 'region-1954', 'region-1982', 'region-1985', 'region-2042']",[]
region-739,"['region-42', 'region-116', 'region-192', 'region-276', 'region-684', 'region-719', 'region-734', 'region-739', 'region-740', 'region-788', 'region-830', 'region-843', 'region-870', 'region-910', 'region-949', 'region-979', 'region-1006', 'region-1032', 'region-1045', 'region-1069', 'region-1074', 'region-1078', 'region-1097', 'region-1108', 'region-1131', 'region-1153', 'region-1178', 'region-1289', 'region-1326', 'region-1333', 'region-1362', 'region-1371', 'region-1378', 'region-1419', 'region-1436', 'region-1489', 'region-1538', 'region-1565', 'region-1566', 'region-1567', 'region-1578', 'region-1605', 'region-1835', 'region-1932', 'region-1942', 'region-2030']",[]
region-740,"['region-42', 'region-116', 'region-192', 'region-276', 'region-684', 'region-719', 'region-734', 'region-739', 'region-740', 'region-788', 'region-830', 'region-843', 'region-870', 'region-910', 'region-949', 'region-979', 'region-1006', 'region-1032', 'region-1045', 'region-1069', 'region-1074', 'region-1078', 'region-1097', 'region-1108', 'region-1131', 'region-1153', 'region-1178', 'region-1289', 'region-1326', 'region-1333', 'region-1362', 'region-1371', 'region-1378', 'region-1419', 'region-1436', 'region-1489', 'region-1538', 'region-1565', 'region-1566', 'region-1567', 'region-1578', 'region-1605', 'region-1835', 'region-1932', 'region-1942', 'region-2030']",[]
region-741,"['region-741', 'region-1895', 'region-1904', 'region-2029']",[]
region-742,"['region-28', 'region-72', 'region-94', 'region-171', 'region-185', 'region-275', 'region-312', 'region-431', 'region-449', 'region-499', 'region-577', 'region-579', 'region-596', 'region-656', 'region-664', 'region-742', 'region-776', 'region-1430', 'region-1433', 'region-1512', 'region-1562', 'region-1575', 'region-1590', 'region-1699', 'region-1733', 'region-1761', 'region-1771', 'region-1777', 'region-1778', 'region-1786', 'region-1792', 'region-1818', 'region-1832']",[]
region-743,"['region-80', 'region-417', 'region-463', 'region-470', 'region-743', 'region-1660', 'region-1772', 'region-1988', 'region-2004', 'region-2022', 'region-2032']",[]
region-744,"['region-420', 'region-429', 'region-744', 'region-1692', 'region-1782', 'region-1883', 'region-1900', 'region-1973', 'region-1992']",[]
region-745,"['region-97', 'region-167', 'region-204', 'region-286', 'region-296', 'region-329', 'region-353', 'region-745', 'region-746', 'region-1719', 'region-1725', 'region-1774', 'region-1877', 'region-1920', 'region-1952', 'region-1999']",[]
region-746,"['region-14', 'region-97', 'region-167', 'region-296', 'region-317', 'region-329', 'region-353', 'region-503', 'region-745', 'region-746', 'region-1719', 'region-1725', 'region-1754', 'region-1774', 'region-1781', 'region-1877', 'region-1920', 'region-1999']",[]
region-747,"['region-132', 'region-170', 'region-738', 'region-747', 'region-751', 'region-793', 'region-869', 'region-989', 'region-1142', 'region-1157', 'region-1180', 'region-1330', 'region-1679', 'region-1775', 'region-1937', 'region-1954', 'region-1982', 'region-2042']",[]
region-748,"['region-748', 'region-795', 'region-841', 'region-939', 'region-1505', 'region-1541', 'region-1553', 'region-1618', 'region-1858', 'region-1957', 'region-2019', 'region-2020']",[]
region-749,"['region-36', 'region-70', 'region-84', 'region-86', 'region-122', 'region-195', 'region-315', 'region-334', 'region-433', 'region-447', 'region-461', 'region-489', 'region-529', 'region-563', 'region-582', 'region-646', 'region-679', 'region-749', 'region-810', 'region-813', 'region-940', 'region-953', 'region-1025', 'region-1054', 'region-1303', 'region-1358', 'region-1373', 'region-1495', 'region-1502', 'region-1518', 'region-1546', 'region-1582', 'region-1656', 'region-1730', 'region-1806', 'region-1831', 'region-1878', 'region-1894', 'region-1905', 'region-1931']",[]
region-750,"['region-243', 'region-378', 'region-473', 'region-496', 'region-710', 'region-750', 'region-789', 'region-960', 'region-975', 'region-977', 'region-1002', 'region-1047', 'region-1064', 'region-1095', 'region-1104', 'region-1230', 'region-1263', 'region-1314', 'region-1714', 'region-1759', 'region-1799', 'region-1834', 'region-1849', 'region-1969']",[]
region-751,"['region-132', 'region-170', 'region-264', 'region-434', 'region-458', 'region-524', 'region-738', 'region-747', 'region-751', 'region-793', 'region-831', 'region-869', 'region-890', 'region-989', 'region-1011', 'region-1114', 'region-1142', 'region-1147', 'region-1157', 'region-1180', 'region-1181', 'region-1291', 'region-1322', 'region-1330', 'region-1679', 'region-1775', 'region-1937', 'region-1954', 'region-1982', 'region-1985', 'region-2042']",[]
region-752,"['region-10', 'region-16', 'region-56', 'region-308', 'region-588', 'region-752', 'region-1754', 'region-1781', 'region-1877', 'region-2008']",[]
region-753,"['region-73', 'region-156', 'region-183', 'region-379', 'region-476', 'region-753', 'region-982', 'region-1118', 'region-1151', 'region-1168', 'region-1213', 'region-1226', 'region-1231', 'region-1407', 'region-1658', 'region-1664', 'region-1917', 'region-2013', 'region-2036']",[]
region-754,"['region-230', 'region-507', 'region-634', 'region-754', 'region-898', 'region-970', 'region-1037', 'region-1734', 'region-1941', 'region-1988', 'region-2004']",[]
region-755,"['region-755', 'region-855', 'region-920', 'region-943', 'region-948', 'region-955', 'region-980', 'region-1050', 'region-1101', 'region-1242', 'region-1258', 'region-1259', 'region-1797', 'region-1808', 'region-1820', 'region-1859', 'region-1866', 'region-1930']",[]
region-756,"['region-756', 'region-824', 'region-1093', 'region-1124', 'region-1184', 'region-1228', 'region-1412', 'region-1536', 'region-1560', 'region-1635', 'region-1675', 'region-1967', 'region-1998']",[]
region-757,"['region-757', 'region-1810', 'region-1961', 'region-1977', 'region-2042']",[]
region-758,"['region-450', 'region-605', 'region-758', 'region-774', 'region-851', 'region-873', 'region-952', 'region-1016', 'region-1036', 'region-1096', 'region-1355', 'region-1380', 'region-1462', 'region-1509', 'region-1884', 'region-1896', 'region-1944', 'region-1975']",[]
region-759,"['region-65', 'region-454', 'region-681', 'region-759', 'region-1326', 'region-1446', 'region-1654', 'region-1737', 'region-1835', 'region-2027', 'region-2030']",[]
region-760,"['region-760', 'region-1688', 'region-1746', 'region-1906', 'region-2014']",[]
region-761,"['region-157', 'region-200', 'region-320', 'region-761', 'region-797', 'region-804', 'region-918', 'region-919', 'region-986', 'region-1253', 'region-1686', 'region-1698', 'region-1728', 'region-1729', 'region-1755', 'region-1897', 'region-1918', 'region-1922', 'region-1956']",[]
region-762,"['region-762', 'region-1970', 'region-2024', 'region-2028']",[]
region-763,"['region-211', 'region-763', 'region-1120', 'region-1140', 'region-1222', 'region-1229', 'region-1397', 'region-1418', 'region-1455', 'region-1493', 'region-1932', 'region-1977', 'region-1993', 'region-2030']",[]
region-764,"['region-764', 'region-1766', 'region-1945', 'region-2037']",[]
region-765,"['region-41', 'region-155', 'region-161', 'region-208', 'region-650', 'region-765', 'region-902', 'region-1035', 'region-1819', 'region-1851', 'region-1852', 'region-1864', 'region-1966', 'region-2005']",[]
region-766,"['region-21', 'region-75', 'region-341', 'region-357', 'region-590', 'region-766', 'region-1576', 'region-1744', 'region-1761', 'region-1777', 'region-1801', 'region-1862', 'region-2035']",[]
region-767,"['region-191', 'region-207', 'region-451', 'region-456', 'region-548', 'region-767', 'region-818', 'region-867', 'region-884', 'region-930', 'region-934', 'region-1078', 'region-1085', 'region-1178', 'region-1308', 'region-1333', 'region-1379', 'region-1400', 'region-1427', 'region-1486', 'region-1550', 'region-1557', 'region-1566', 'region-1567', 'region-1578', 'region-1611', 'region-1713', 'region-1737', 'region-1757', 'region-1835', 'region-1908', 'region-1942', 'region-2027']",[]
region-768,"['region-152', 'region-257', 'region-611', 'region-619', 'region-644', 'region-768', 'region-833', 'region-885', 'region-958', 'region-983', 'region-993', 'region-1088', 'region-1143', 'region-1162', 'region-1167', 'region-1177', 'region-1206', 'region-1254', 'region-1255', 'region-1257', 'region-1307', 'region-1502', 'region-1582', 'region-1601', 'region-1638', 'region-1653', 'region-1712', 'region-1730', 'region-1751', 'region-1825', 'region-1831', 'region-1856', 'region-1905', 'region-1925']",[]
region-769,"['region-199', 'region-231', 'region-265', 'region-352', 'region-380', 'region-550', 'region-584', 'region-676', 'region-769', 'region-777', 'region-935', 'region-944', 'region-1148', 'region-1202', 'region-1215', 'region-1217', 'region-1218', 'region-1246', 'region-1633', 'region-1666', 'region-1706', 'region-1710', 'region-1887', 'region-1928', 'region-1931', 'region-1943', 'region-1946']",[]
region-770,"['region-115', 'region-598', 'region-770', 'region-1916', 'region-1971', 'region-2016']",[]
region-771,"['region-60', 'region-63', 'region-400', 'region-505', 'region-532', 'region-566', 'region-669', 'region-771', 'region-781', 'region-803', 'region-848', 'region-892', 'region-907', 'region-962', 'region-999', 'region-1176', 'region-1188', 'region-1207', 'region-1277', 'region-1369', 'region-1370', 'region-1424', 'region-1602', 'region-1703', 'region-1718', 'region-1736', 'region-1745', 'region-1762', 'region-1794', 'region-1799', 'region-1843', 'region-1846', 'region-1906']",[]
region-772,"['region-136', 'region-201', 'region-258', 'region-271', 'region-304', 'region-345', 'region-367', 'region-381', 'region-415', 'region-477', 'region-485', 'region-497', 'region-573', 'region-617', 'region-709', 'region-772', 'region-1763', 'region-1802', 'region-1857', 'region-1902', 'region-1947', 'region-1951']",[]
region-773,"['region-295', 'region-310', 'region-592', 'region-696', 'region-773', 'region-1791', 'region-1813', 'region-1934', 'region-2019', 'region-2033']",[]
region-774,"['region-450', 'region-605', 'region-694', 'region-758', 'region-774', 'region-851', 'region-862', 'region-873', 'region-952', 'region-1016', 'region-1036', 'region-1096', 'region-1144', 'region-1355', 'region-1380', 'region-1462', 'region-1484', 'region-1509', 'region-1626', 'region-1884', 'region-1896', 'region-1944', 'region-1975', 'region-1984']",[]
region-775,"['region-775', 'region-799', 'region-830', 'region-870', 'region-910', 'region-1012', 'region-1034', 'region-1049', 'region-1074', 'region-1137', 'region-1235', 'region-1285', 'region-1371', 'region-1378', 'region-1489', 'region-1538', 'region-1932', 'region-1942', 'region-1983', 'region-1992']",[]
region-776,"['region-23', 'region-28', 'region-72', 'region-100', 'region-154', 'region-171', 'region-182', 'region-185', 'region-189', 'region-219', 'region-239', 'region-242', 'region-250', 'region-275', 'region-431', 'region-441', 'region-499', 'region-522', 'region-534', 'region-577', 'region-579', 'region-742', 'region-776', 'region-1687', 'region-1699', 'region-1761', 'region-1777', 'region-1778', 'region-1792', 'region-1832', 'region-2035']",[]
region-777,"['region-265', 'region-676', 'region-769', 'region-777', 'region-1148', 'region-1202', 'region-1215', 'region-1217', 'region-1218', 'region-1246', 'region-1633', 'region-1666', 'region-1887', 'region-1931', 'region-1943', 'region-1946']",[]
region-778,"['region-47', 'region-193', 'region-248', 'region-401', 'region-406', 'region-472', 'region-478', 'region-778', 'region-800', 'region-811', 'region-820', 'region-896', 'region-912', 'region-950', 'region-1056', 'region-1063', 'region-1269', 'region-1500', 'region-1583', 'region-1665', 'region-1726', 'region-1753', 'region-1815', 'region-1821', 'region-1874', 'region-1888', 'region-1919', 'region-2014']",[]
region-779,"['region-327', 'region-349', 'region-375', 'region-617', 'region-693', 'region-779', 'region-1716', 'region-1763', 'region-1824', 'region-1848', 'region-1857', 'region-1902']",[]
region-780,"['region-43', 'region-117', 'region-228', 'region-309', 'region-355', 'region-481', 'region-589', 'region-620', 'region-721', 'region-780', 'region-805', 'region-872', 'region-938', 'region-1026', 'region-1105', 'region-1271', 'region-1390', 'region-1398', 'region-1586', 'region-1738', 'region-1855', 'region-1962', 'region-1979', 'region-2020', 'region-2033']",[]
region-781,"['region-22', 'region-82', 'region-254', 'region-426', 'region-532', 'region-771', 'region-781', 'region-803', 'region-848', 'region-907', 'region-962', 'region-999', 'region-1681', 'region-1703', 'region-1718', 'region-1736', 'region-1745', 'region-1746', 'region-1770', 'region-1794', 'region-1846', 'region-1906', 'region-2014']",[]
region-782,"['region-782', 'region-787', 'region-1604', 'region-1700', 'region-1756', 'region-1901', 'region-1907']",[]
region-783,"['region-198', 'region-435', 'region-540', 'region-783', 'region-1026', 'region-1029', 'region-1073', 'region-1154', 'region-1161', 'region-1198', 'region-1398', 'region-1839', 'region-1855', 'region-1865', 'region-1943', 'region-1962']",[]
region-784,"['region-318', 'region-712', 'region-784', 'region-909', 'region-995', 'region-1042', 'region-1046', 'region-1062', 'region-1225', 'region-1266', 'region-1301', 'region-1324', 'region-1435', 'region-1447', 'region-1464', 'region-1476', 'region-1545', 'region-1561', 'region-1940', 'region-1948', 'region-1951', 'region-2010']",[]
region-785,"['region-425', 'region-717', 'region-785', 'region-798', 'region-835', 'region-931', 'region-965', 'region-1156', 'region-1164', 'region-1230', 'region-1409', 'region-1583', 'region-1606', 'region-1652', 'region-1753', 'region-1794', 'region-1821', 'region-1834', 'region-1846', 'region-1849', 'region-1874']",[]
region-786,"['region-139', 'region-411', 'region-466', 'region-658', 'region-786', 'region-881', 'region-1115', 'region-1158', 'region-1385', 'region-1469', 'region-1735', 'region-1780', 'region-1897', 'region-1899', 'region-1923', 'region-1937']",[]
region-787,"['region-172', 'region-782', 'region-787', 'region-1511', 'region-1604', 'region-1700', 'region-1749', 'region-1901', 'region-1907']",[]
region-788,"['region-42', 'region-116', 'region-192', 'region-276', 'region-684', 'region-719', 'region-734', 'region-739', 'region-740', 'region-788', 'region-830', 'region-843', 'region-870', 'region-910', 'region-949', 'region-979', 'region-1006', 'region-1032', 'region-1045', 'region-1069', 'region-1074', 'region-1097', 'region-1108', 'region-1131', 'region-1153', 'region-1178', 'region-1289', 'region-1326', 'region-1362', 'region-1371', 'region-1378', 'region-1419', 'region-1436', 'region-1489', 'region-1538', 'region-1565', 'region-1566', 'region-1567', 'region-1605', 'region-1835', 'region-1932', 'region-1942', 'region-2030']",[]
region-789,"['region-51', 'region-57', 'region-227', 'region-378', 'region-384', 'region-409', 'region-467', 'region-473', 'region-496', 'region-683', 'region-699', 'region-710', 'region-750', 'region-789', 'region-807', 'region-877', 'region-899', 'region-921', 'region-960', 'region-975', 'region-977', 'region-978', 'region-1002', 'region-1024', 'region-1047', 'region-1104', 'region-1263', 'region-1314', 'region-1714', 'region-1759', 'region-1799', 'region-1834', 'region-1849', 'region-1927', 'region-1969', 'region-2021']",[]
region-790,"['region-190', 'region-314', 'region-673', 'region-790', 'region-1938', 'region-1971', 'region-2003', 'region-2016']",[]
region-791,"['region-51', 'region-57', 'region-148', 'region-227', 'region-384', 'region-409', 'region-467', 'region-557', 'region-683', 'region-685', 'region-699', 'region-791', 'region-807', 'region-864', 'region-877', 'region-899', 'region-921', 'region-978', 'region-1024', 'region-1052', 'region-1059', 'region-1071', 'region-1186', 'region-1697', 'region-1742', 'region-1759', 'region-1799', 'region-1927', 'region-1969', 'region-2021', 'region-2031']",[]
region-792,"['region-792', 'region-1860', 'region-1952', 'region-1999']",[]
region-793,"['region-132', 'region-170', 'region-738', 'region-747', 'region-751', 'region-793', 'region-869', 'region-989', 'region-1114', 'region-1142', 'region-1147', 'region-1157', 'region-1180', 'region-1330', 'region-1679', 'region-1775', 'region-1937', 'region-1954', 'region-1982', 'region-2042']",[]
region-794,"['region-794', 'region-1083', 'region-1117', 'region-1122', 'region-1463', 'region-2021']",[]
region-795,"['region-748', 'region-795', 'region-841', 'region-939', 'region-1505', 'region-1541', 'region-1553', 'region-1618', 'region-1858', 'region-1957', 'region-2019', 'region-2020']",[]
region-796,"['region-262', 'region-583', 'region-796', 'region-861', 'region-866', 'region-957', 'region-1014', 'region-1126', 'region-1354', 'region-1458', 'region-1499', 'region-1544', 'region-1547', 'region-1593', 'region-1615', 'region-1636', 'region-1640', 'region-1842', 'region-1879', 'region-1960', 'region-1998']",[]
region-797,"['region-200', 'region-761', 'region-797', 'region-804', 'region-918', 'region-919', 'region-986', 'region-1253', 'region-1686', 'region-1698', 'region-1728', 'region-1729', 'region-1755', 'region-1897', 'region-1918', 'region-1922', 'region-1956']",[]
region-798,"['region-425', 'region-785', 'region-798', 'region-1156', 'region-1164', 'region-1230', 'region-1583', 'region-1753', 'region-1821', 'region-1834', 'region-1846', 'region-1849', 'region-1874', 'region-1919']",[]
region-799,"['region-276', 'region-775', 'region-799', 'region-830', 'region-870', 'region-910', 'region-1012', 'region-1034', 'region-1045', 'region-1049', 'region-1069', 'region-1074', 'region-1108', 'region-1137', 'region-1235', 'region-1285', 'region-1289', 'region-1371', 'region-1378', 'region-1419', 'region-1489', 'region-1538', 'region-1932', 'region-1942', 'region-1983', 'region-1992']",[]
region-800,"['region-47', 'region-193', 'region-248', 'region-401', 'region-406', 'region-472', 'region-478', 'region-778', 'region-800', 'region-811', 'region-820', 'region-896', 'region-912', 'region-950', 'region-1056', 'region-1063', 'region-1269', 'region-1500', 'region-1583', 'region-1665', 'region-1726', 'region-1753', 'region-1815', 'region-1821', 'region-1874', 'region-1888', 'region-1919', 'region-2014']",[]
region-801,"['region-71', 'region-585', 'region-801', 'region-2022', 'region-2032']",[]
region-802,"['region-126', 'region-138', 'region-178', 'region-225', 'region-302', 'region-633', 'region-705', 'region-802', 'region-1747', 'region-1860', 'region-1928', 'region-1952', 'region-1968', 'region-1979', 'region-1999']",[]
region-803,"['region-60', 'region-63', 'region-273', 'region-400', 'region-505', 'region-532', 'region-566', 'region-669', 'region-771', 'region-781', 'region-803', 'region-848', 'region-892', 'region-907', 'region-962', 'region-999', 'region-1176', 'region-1188', 'region-1207', 'region-1277', 'region-1369', 'region-1370', 'region-1424', 'region-1602', 'region-1703', 'region-1714', 'region-1718', 'region-1736', 'region-1745', 'region-1762', 'region-1794', 'region-1799', 'region-1843', 'region-1846', 'region-1906']",[]
region-804,"['region-761', 'region-797', 'region-804', 'region-986', 'region-1686', 'region-1698', 'region-1728', 'region-1755', 'region-1897', 'region-1922', 'region-1956']",[]
region-805,"['region-43', 'region-117', 'region-228', 'region-309', 'region-337', 'region-355', 'region-481', 'region-589', 'region-620', 'region-721', 'region-780', 'region-805', 'region-872', 'region-938', 'region-1105', 'region-1271', 'region-1390', 'region-1398', 'region-1586', 'region-1738', 'region-1855', 'region-1962', 'region-1979', 'region-2020', 'region-2033']",[]
region-806,"['region-145', 'region-806', 'region-1948', 'region-2011', 'region-2026']",[]
region-807,"['region-51', 'region-57', 'region-227', 'region-384', 'region-409', 'region-467', 'region-557', 'region-683', 'region-699', 'region-789', 'region-791', 'region-807', 'region-864', 'region-877', 'region-899', 'region-921', 'region-978', 'region-1002', 'region-1024', 'region-1059', 'region-1186', 'region-1742', 'region-1759', 'region-1799', 'region-1927', 'region-1969', 'region-2021']",[]
region-808,"['region-99', 'region-402', 'region-518', 'region-560', 'region-808', 'region-1716', 'region-1824', 'region-1848', 'region-1880', 'region-2025']",[]
region-809,"['region-253', 'region-703', 'region-809', 'region-1127', 'region-1304', 'region-1417', 'region-1586', 'region-1738', 'region-1855', 'region-1915', 'region-1979']",[]
region-810,"['region-36', 'region-70', 'region-84', 'region-122', 'region-315', 'region-334', 'region-433', 'region-447', 'region-461', 'region-489', 'region-529', 'region-563', 'region-582', 'region-646', 'region-679', 'region-749', 'region-810', 'region-813', 'region-940', 'region-1025', 'region-1054', 'region-1206', 'region-1303', 'region-1358', 'region-1373', 'region-1495', 'region-1502', 'region-1518', 'region-1546', 'region-1582', 'region-1730', 'region-1806', 'region-1831', 'region-1878', 'region-1894', 'region-1905', 'region-1931']",[]
region-811,"['region-248', 'region-401', 'region-406', 'region-472', 'region-778', 'region-800', 'region-811', 'region-820', 'region-896', 'region-912', 'region-950', 'region-1056', 'region-1063', 'region-1269', 'region-1500', 'region-1583', 'region-1665', 'region-1726', 'region-1753', 'region-1815', 'region-1821', 'region-1874', 'region-1888', 'region-1919']",[]
region-812,"['region-45', 'region-369', 'region-674', 'region-812', 'region-860', 'region-886', 'region-945', 'region-1017', 'region-1091', 'region-1474', 'region-1648', 'region-1669', 'region-1674', 'region-1676', 'region-1682', 'region-1732', 'region-1739', 'region-1935', 'region-1944', 'region-2018', 'region-2023']",[]
region-813,"['region-36', 'region-84', 'region-122', 'region-315', 'region-334', 'region-433', 'region-447', 'region-461', 'region-489', 'region-529', 'region-563', 'region-582', 'region-646', 'region-679', 'region-749', 'region-810', 'region-813', 'region-940', 'region-953', 'region-1025', 'region-1054', 'region-1303', 'region-1358', 'region-1373', 'region-1495', 'region-1502', 'region-1518', 'region-1546', 'region-1582', 'region-1730', 'region-1806', 'region-1831', 'region-1878', 'region-1894', 'region-1905', 'region-1923', 'region-1931']",[]
region-814,"['region-459', 'region-690', 'region-814', 'region-1827', 'region-1873', 'region-1933', 'region-2025']",[]
region-815,"['region-40', 'region-88', 'region-94', 'region-107', 'region-113', 'region-312', 'region-449', 'region-596', 'region-621', 'region-664', 'region-815', 'region-1725', 'region-1733', 'region-1771', 'region-1774', 'region-1786', 'region-1818', 'region-1877']",[]
region-816,"['region-215', 'region-635', 'region-714', 'region-816', 'region-1830', 'region-1975', 'region-2009', 'region-2028']",[]
region-817,"['region-11', 'region-649', 'region-817', 'region-915', 'region-929', 'region-946', 'region-968', 'region-1013', 'region-1183', 'region-1531', 'region-1603', 'region-1612', 'region-1657', 'region-1664', 'region-1890', 'region-1917', 'region-1956', 'region-2036']",[]
region-818,"['region-30', 'region-292', 'region-456', 'region-548', 'region-607', 'region-662', 'region-682', 'region-767', 'region-818', 'region-934', 'region-1085', 'region-1379', 'region-1400', 'region-1550', 'region-1557', 'region-1578', 'region-1757', 'region-1908', 'region-1942', 'region-2008']",[]
region-819,"['region-445', 'region-653', 'region-819', 'region-825', 'region-1885', 'region-1921', 'region-1972', 'region-2004']",[]
region-820,"['region-47', 'region-193', 'region-248', 'region-401', 'region-406', 'region-472', 'region-478', 'region-778', 'region-800', 'region-811', 'region-820', 'region-896', 'region-912', 'region-926', 'region-950', 'region-1056', 'region-1063', 'region-1269', 'region-1500', 'region-1583', 'region-1665', 'region-1726', 'region-1753', 'region-1815', 'region-1821', 'region-1874', 'region-1888', 'region-1919', 'region-2014']",[]
region-821,"['region-427', 'region-821', 'region-860', 'region-1474', 'region-1475', 'region-1930', 'region-1935', 'region-2018', 'region-2023']",[]
region-822,"['region-356', 'region-510', 'region-530', 'region-552', 'region-735', 'region-822', 'region-924', 'region-967', 'region-1008', 'region-1053', 'region-1260', 'region-1520', 'region-1668', 'region-1677', 'region-1783', 'region-1871', 'region-1898', 'region-1947', 'region-2026']",[]
region-823,"['region-168', 'region-823', 'region-906', 'region-1055', 'region-1098', 'region-1099', 'region-1244', 'region-1383', 'region-1492', 'region-1645', 'region-1866', 'region-1930', 'region-1935', 'region-2018']",[]
region-824,"['region-756', 'region-824', 'region-1093', 'region-1124', 'region-1412', 'region-1560', 'region-1675', 'region-1967']",[]
region-825,"['region-445', 'region-653', 'region-819', 'region-825', 'region-1885', 'region-1921', 'region-1972', 'region-2004']",[]
region-826,"['region-17', 'region-121', 'region-175', 'region-558', 'region-625', 'region-642', 'region-826', 'region-911', 'region-972', 'region-990', 'region-1004', 'region-1082', 'region-1125', 'region-1149', 'region-1152', 'region-1413', 'region-1473', 'region-1526', 'region-1527', 'region-1596', 'region-1624', 'region-1649', 'region-1655', 'region-1830', 'region-1975', 'region-1984', 'region-2009', 'region-2013', 'region-2036']",[]
region-827,"['region-9', 'region-119', 'region-141', 'region-174', 'region-216', 'region-827', 'region-973', 'region-974', 'region-984', 'region-1241', 'region-1251', 'region-1312', 'region-1458', 'region-1544', 'region-1593', 'region-1640', 'region-1702', 'region-1842', 'region-1869', 'region-1879', 'region-1903', 'region-1965']",[]
