ID,Name,Brand,Latitude,Longitude,cate_1,cate_2,cate_3,brand:wikidata,Region_ID,District,Region,BA_ID,BA
3148171629,Citi Bike - West 46th Street & 11th Avenue,Citi Bike,40.763427,-73.9966737,sports,sporting_goods_shop,sporting_equipment_rental,Q2974438,2285,Manhattan,Hell's Kitchen,59.0,104
3150138768,Rite Aid,Rite Aid,40.7118773,-74.00035,medical,medical_retail,pharmacy,Q3433273,2026,Manhattan,Tribeca-Civic Center,63.0,103
3150694851,Goldenrod Campground,National Park Service,40.5952284,-73.885675,sports,sports_facility,multi_purpose_sports_facility,Q308439,1069,Brooklyn,Barren Island-Floyd Bennett Field,15.0,356
3150694852,Tamarack Campground,National Park Service,40.5960432,-73.8859505,sports,sports_facility,multi_purpose_sports_facility,Q308439,1069,Brooklyn,Barren Island-Floyd Bennett Field,15.0,356
3151639217,Walters,Walters,40.6894824,-73.9732792,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,680,Brooklyn,Fort Greene,19.0,302
3153553993,Connecticut Muffin,Connecticut Muffin,40.6396053,-73.9676128,food_and_beverage,beverage_shop,coffee_and_tea_shop,,972,Brooklyn,Flatbush (West)-Ditmas Park-Parkville,16.0,314
3153555952,Dunkin',Dunkin',40.6411097,-73.9642727,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q847743,2179,Brooklyn,Flatbush (West)-Ditmas Park-Parkville,16.0,314
3153556210,Kumo Sushi,Kumo Sushi,40.6407796,-73.964999,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,2179,Brooklyn,Flatbush (West)-Ditmas Park-Parkville,16.0,314
3153565956,George's Restaurant,George's Restaurant,40.6388772,-73.9684505,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,972,Brooklyn,Flatbush (West)-Ditmas Park-Parkville,16.0,314
3153601006,McDonald's,McDonald's,40.7118221,-73.9432788,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q38076,945,Brooklyn,East Williamsburg,64.0,301
3154211510,La Bagel Delight,La Bagel Delight,40.687279,-73.9753858,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,567,Brooklyn,Fort Greene,19.0,302
3154231936,Mo's Bar,Mo's Bar,40.6870703,-73.9747397,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q6889940,568,Brooklyn,Fort Greene,19.0,302
3154231937,Greenlight Bookstore,Greenlight Bookstore,40.6862362,-73.9746284,shopping,books_and_stationery_shop,book_shop,,568,Brooklyn,Fort Greene,19.0,302
3154231943,Hungry Ghost,Hungry Ghost,40.6860974,-73.9735627,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,680,Brooklyn,Fort Greene,19.0,302
3154274269,Chase,Chase,40.7121473,-73.9405317,life_service,financial_service,bank,Q524629,934,Brooklyn,East Williamsburg,64.0,301
3154274270,Key Foods,Key Foods,40.7113584,-73.9485488,shopping,general_store,supermarket,,954,Brooklyn,East Williamsburg,64.0,301
3154320971,Baked,Baked,40.6768587,-74.0132688,food_and_beverage,beverage_shop,coffee_and_tea_shop,,586,Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,42.0,306
3154321079,Bubbles & Suds Laundromat,Bubbles & Suds Laundromat,40.6453262,-74.0134394,life_service,household_service,laundromat,,606,Brooklyn,Sunset Park (West),55.0,307
3154621763,Dunkin',Dunkin',40.7120425,-73.9410508,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q847743,945,Brooklyn,East Williamsburg,64.0,301
3166903961,Five Guys,Five Guys,40.7479533,-73.9926281,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q1131810,77,Manhattan,Midtown South-Flatiron-Union Square,60.0,105
3166910720,Five Guys,Five Guys,40.7369057,-73.9962778,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q1131810,45,Manhattan,Greenwich Village,10.0,102
3173820704,Popeyes,Popeyes,40.6812272,-73.9554832,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,Q1330910,719,Brooklyn,Bedford-Stuyvesant (West),2.0,303
3174844884,Shake Shack DUMBO,Shake Shack,40.703039,-73.9940577,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,564,Brooklyn,Downtown Brooklyn-DUMBO-Boerum Hill,19.0,302
3179745213,Tim Hortons,Tim Hortons,40.7504102,-73.9928259,food_and_beverage,beverage_shop,coffee_and_tea_shop,Q175106,85,Manhattan,Midtown South-Flatiron-Union Square,60.0,105
3190230454,Open Kitchen,Open Kitchen,40.7053184,-74.0100991,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,2021,Manhattan,Financial District-Battery Park City,11.0,101
3190230455,Bluestone Lane Coffee,Bluestone Lane,40.7062033,-74.011905,food_and_beverage,beverage_shop,coffee_and_tea_shop,,2021,Manhattan,Financial District-Battery Park City,11.0,101
3190240012,Chipotle,Chipotle,40.7098649,-74.0064943,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q465751,2025,Manhattan,Financial District-Battery Park City,11.0,101
3190242171,Melt Shop,Melt Shop,40.7096983,-74.0065099,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,2025,Manhattan,Financial District-Battery Park City,11.0,101
3190242172,Bare Burger,Bareburger,40.7099041,-74.0062023,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,2025,Manhattan,Financial District-Battery Park City,11.0,101
3196459741,Pier 32,Pier 32,40.7248651,-74.0118605,recreation,daytime_recreational_venue,outdoor_recreational_venue,,27,Manhattan,SoHo-Little Italy-Hudson Square,,
3197136733,Staples,Staples,40.7847805,-73.9789531,shopping,books_and_stationery_shop,stationery_shop,Q785943,1678,Manhattan,Upper West Side (Central),28.0,107
3205304017,Transmitter Brewing,Transmitter Brewing,40.7401149,-73.952635,food_and_beverage,beverage_shop,alchoholic_beverage_shop,,2257,Queens,Long Island City-Hunters Point,58.0,402
3212412171,Love Café,Love Cafe,40.7582917,-73.9197715,food_and_beverage,beverage_shop,coffee_and_tea_shop,,1492,Queens,Astoria (East)-Woodside (North),52.0,401
3212413599,Top Hops Beer Shop,Top Hops Beer Shop,40.718413,-73.9899521,food_and_beverage,beverage_shop,alchoholic_beverage_shop,,7,Manhattan,Lower East Side,63.0,103
3214830154,Lincoln Station,Lincoln Ristorante,40.6726813,-73.9624605,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,709,Brooklyn,Prospect Heights,3.0,308
3215088767,Mobil,Mobil,40.7552197,-73.8905426,transportation,vehicle_maintenance,vehicle_fuel_station,Q109676002,1597,Queens,Jackson Heights,53.0,403
3215162128,Café Select,Café Colette,40.7217594,-73.9978239,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,33,Manhattan,SoHo-Little Italy-Hudson Square,10.0,102
3215168668,The Grey Dog,The Grey Dog,40.7300039,-74.003915,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,48,Manhattan,West Village,10.0,102
3215276727,Bank of America,Bank of America,40.7628801,-73.9859058,life_service,financial_service,atm,Q487907,120,Manhattan,Hell's Kitchen,59.0,104
3218149751,Ben's Pizzeria,Ben's Pizzeria,40.7303941,-74.0003007,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,46,Manhattan,Greenwich Village,10.0,102
3219530218,BP,BP,40.7551154,-73.8913205,transportation,vehicle_maintenance,vehicle_fuel_station,Q152057,1597,Queens,Jackson Heights,53.0,403
3232923482,Mangia,Mangia,40.7638701,-73.9765096,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,97,Manhattan,Midtown-Times Square,60.0,105
3233782170,Oren's Daily Roast,Oren's Daily Roast,40.7306205,-73.9951131,food_and_beverage,beverage_shop,coffee_and_tea_shop,,43,Manhattan,Greenwich Village,10.0,102
3235708620,Starbucks,Starbucks,40.7779182,-73.9781981,food_and_beverage,beverage_shop,coffee_and_tea_shop,Q37158,148,Manhattan,Upper West Side-Lincoln Square,28.0,107
3235708622,Bloomingdale's,Bloomingdale's,40.7791578,-73.982197,shopping,general_store,department_store,Q283383,2283,Manhattan,Upper West Side-Lincoln Square,28.0,107
3236324377,Western Beef,Western Beef,40.7430028,-74.0057335,shopping,general_store,supermarket,,65,Manhattan,Chelsea-Hudson Yards,59.0,104
3236571731,CVS Pharmacy,CVS Pharmacy,40.7318091,-73.9948567,medical,medical_retail,pharmacy,Q2078880,43,Manhattan,Greenwich Village,10.0,102
3238681549,Insomnia Cookies,Insomnia Cookies,40.7303561,-73.9860626,food_and_beverage,dessert_shop,cake_and_pastry_shop,Q16997024,29,Manhattan,East Village,63.0,103
3238681552,Dunkin',Dunkin',40.7339346,-73.9891438,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q847743,2018,Manhattan,East Village,63.0,103
3238681553,Subway,Subway,40.7342598,-73.9890767,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q244457,36,Manhattan,Gramercy,60.0,105
3238681554,Bravo Pizza,Bravo Pizza,40.7342212,-73.9889762,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,36,Manhattan,Gramercy,60.0,105
3238681556,Wells Fargo,Wells Fargo,40.7339966,-73.9893262,life_service,financial_service,atm,Q744149,2018,Manhattan,East Village,63.0,103
3239326415,Luke's Lobster,Luke's Lobster,40.7045322,-74.0109178,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,2021,Manhattan,Financial District-Battery Park City,11.0,101
3246839598,Citibank,Citibank,40.7565504,-73.9767613,life_service,financial_service,bank,Q857063,76,Manhattan,Midtown-Times Square,60.0,105
3246839602,HSBC,HSBC,40.7566498,-73.9762469,life_service,financial_service,bank,Q190464,76,Manhattan,Midtown-Times Square,60.0,105
3246839603,Luzzo's,Luzzo's,40.730551,-73.9833929,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,29,Manhattan,East Village,63.0,103
3246839605,Ootoya,Ootoya,40.7548801,-73.9859787,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,100,Manhattan,Midtown-Times Square,60.0,105
3248774668,Equinox,Equinox,40.781509,-73.9797678,sports,sports_facility,casual_excercise_facility,,1532,Manhattan,Upper West Side (Central),28.0,107
3248774671,Starbucks,Starbucks,40.7810253,-73.9809884,food_and_beverage,beverage_shop,coffee_and_tea_shop,Q37158,1532,Manhattan,Upper West Side (Central),28.0,107
3248774674,Lululemon,Lululemon,40.7812598,-73.9815522,shopping,fashion_shop,clothes_shop,Q6702957,1532,Manhattan,Upper West Side (Central),28.0,107
3248774676,Duane Reade,Duane Reade,40.7812666,-73.9809033,medical,medical_retail,pharmacy,Q5310380,1532,Manhattan,Upper West Side (Central),28.0,107
3248774679,L'Occitane,L'Occitane,40.7817516,-73.9813934,shopping,fashion_shop,cosmetics_shop,Q1880676,1532,Manhattan,Upper West Side (Central),28.0,107
3248774680,The North Face,The North Face,40.7797929,-73.9819947,shopping,fashion_shop,clothes_shop,Q152784,2283,Manhattan,Upper West Side-Lincoln Square,28.0,107
3248774681,Chase,Chase,40.7795197,-73.9820933,life_service,financial_service,bank,Q524629,2283,Manhattan,Upper West Side-Lincoln Square,28.0,107
3248774688,Kiehl's,Kiehl's,40.7740839,-73.9814769,shopping,fashion_shop,cosmetics_shop,Q3196447,141,Manhattan,Upper West Side-Lincoln Square,28.0,107
3248774690,Athleta,Athleta,40.7760753,-73.9800106,shopping,fashion_shop,clothes_shop,Q105722424,141,Manhattan,Upper West Side-Lincoln Square,28.0,107
3248774691,MALIN+GOETZ,Malin + Goetz,40.7773452,-73.9790946,shopping,fashion_shop,cosmetics_shop,,148,Manhattan,Upper West Side-Lincoln Square,28.0,107
3248774692,Ricky's NYC,Ricky's NYC,40.7774249,-73.9792896,shopping,fashion_shop,cosmetics_shop,,148,Manhattan,Upper West Side-Lincoln Square,28.0,107
3248774693,Pioneer Supermarket,Pioneer Supermarket,40.7784303,-73.9778128,shopping,general_store,supermarket,,148,Manhattan,Upper West Side-Lincoln Square,28.0,107
3248774694,Jonathan Adler,Johnathan Adler,40.7790321,-73.9778589,shopping,household_goods_shop,furniture_and_appliance_shop,,153,Manhattan,Upper West Side (Central),28.0,107
3248774697,La Pecora Bianca,La Pecora Bianca,40.7804567,-73.9763269,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,153,Manhattan,Upper West Side (Central),28.0,107
3248774702,Club Monaco,Club Monaco,40.7757714,-73.9797459,shopping,fashion_shop,clothes_shop,Q2979949,140,Manhattan,Upper West Side-Lincoln Square,28.0,107
3248816724,Sephora,Sephora,40.7678151,-73.9828613,shopping,fashion_shop,cosmetics_shop,Q2408041,2310,Manhattan,Upper West Side-Lincoln Square,59.0,104
3248816726,H&M,H&M,40.7684646,-73.9828402,shopping,fashion_shop,clothes_shop,Q188326,2310,Manhattan,Upper West Side-Lincoln Square,59.0,104
3248816727,J.Crew,J.Crew,40.7681308,-73.9827575,shopping,fashion_shop,clothes_shop,Q5370765,2310,Manhattan,Upper West Side-Lincoln Square,59.0,104
3248816730,Modell's Sporting Goods,Modell's Sporting Goods,40.7816937,-73.9796255,sports,sporting_goods_shop,sporting_equipment_shop,Q3317844,1532,Manhattan,Upper West Side (Central),28.0,107
3262539802,Community Food & Juice,Community Food & Juice,40.7770545,-73.9783768,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,148,Manhattan,Upper West Side-Lincoln Square,28.0,107
3264422314,Starbucks,Starbucks,40.7469335,-73.9933215,food_and_beverage,beverage_shop,coffee_and_tea_shop,Q37158,77,Manhattan,Midtown South-Flatiron-Union Square,60.0,105
3265464818,Gregory's Coffee,Gregorys Coffee,40.746485,-73.9822904,food_and_beverage,beverage_shop,coffee_and_tea_shop,,56,Manhattan,Midtown South-Flatiron-Union Square,60.0,105
3270030570,Dunkin',Dunkin',40.7561173,-73.9976359,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q847743,96,Manhattan,Chelsea-Hudson Yards,59.0,104
3271250888,Alice's Tea Cup Chapter i,Alice's Tea Cup Chapter i,40.778099,-73.9786375,food_and_beverage,beverage_shop,coffee_and_tea_shop,,148,Manhattan,Upper West Side-Lincoln Square,28.0,107
3271250890,Tenzan,Tenzan,40.7782647,-73.977945,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,148,Manhattan,Upper West Side-Lincoln Square,28.0,107
3273383602,New York Sports Clubs,New York Sports Clubs,40.7775021,-73.9765662,sports,sports_facility,casual_excercise_facility,,148,Manhattan,Upper West Side-Lincoln Square,28.0,107
3273383613,CVS Pharmacy,CVS Pharmacy,40.7824879,-73.9804686,medical,medical_retail,pharmacy,Q2078880,1532,Manhattan,Upper West Side (Central),28.0,107
3273820746,Muji,Muji,40.7557335,-73.9898888,shopping,general_store,department_store,Q708789,100,Manhattan,Midtown-Times Square,60.0,105
3273820747,Kiss My Slice,Kiss My Slice Pizzaria,40.7557287,-73.9904972,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,100,Manhattan,Midtown-Times Square,60.0,105
3287041497,Chase,Chase,40.7596568,-73.9951099,life_service,financial_service,bank,Q524629,108,Manhattan,Hell's Kitchen,59.0,104
3302657576,Citi Bike - Central Park South & 6th Avenue,Citi Bike,40.7659608,-73.9764509,sports,sporting_goods_shop,sporting_equipment_rental,Q2974438,129,Manhattan,Central Park,9.0,164
3303088903,Citi Bike - Broadway & West 60th Street,Citi Bike,40.7691551,-73.9819184,sports,sporting_goods_shop,sporting_equipment_rental,Q2974438,2310,Manhattan,Upper West Side-Lincoln Square,28.0,107
3305033591,T-Mobile,T-Mobile,40.7363259,-73.8654865,shopping,miscellaneous_store,electronics_shop,Q327634,1662,Queens,Corona,0.0,404
3305153488,USPS,United States Postal Service,40.735149,-73.8649569,life_service,postal_service,post_box,Q668687,1662,Queens,Corona,0.0,404
3315132875,Fruits & Vegetables,Fruits & Vegetables,40.5773616,-73.9634419,food_and_beverage,raw_food_and_beverage_shop,fruits_and_vegetables_shop,,839,Brooklyn,Brighton Beach,47.0,313
3315201780,Fruits & Vegetables,Fruits & Vegetables,40.5770172,-73.9652943,food_and_beverage,raw_food_and_beverage_shop,fruits_and_vegetables_shop,,839,Brooklyn,Brighton Beach,47.0,313
3329604379,McDonald's,McDonald's,40.902627,-73.8494713,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,524,Bronx,Wakefield-Woodlawn,36.0,212
3338584818,Starbucks,Starbucks,40.8472105,-73.8444918,food_and_beverage,beverage_shop,coffee_and_tea_shop,Q37158,2217,Bronx,Westchester Square,39.0,211
3340747647,Chipotle,Chipotle,40.7460329,-73.9939936,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q465751,77,Manhattan,Midtown South-Flatiron-Union Square,60.0,105
3341829009,Pick-A-Bagel,Pick a Bagel,40.7736696,-73.9596624,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,127,Manhattan,Upper East Side-Carnegie Hill,8.0,108
3341850884,Patsy's Pizzeria,Patsy's Pizzeria,40.7787125,-73.9774877,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,153,Manhattan,Upper West Side (Central),28.0,107
3350673925,Butler,Butler,40.7031934,-73.9924249,food_and_beverage,beverage_shop,coffee_and_tea_shop,,564,Brooklyn,Downtown Brooklyn-DUMBO-Boerum Hill,19.0,302
3351016265,Ample Hills Creamery,Ample Hills Creamery,40.6945651,-74.0006422,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,2021,Manhattan,Financial District-Battery Park City,19.0,302
3351139473,Yankee Pier,Yankee Pier,40.6867676,-74.0165035,transportation,tranportation_service,shipping,,2048,Manhattan,The Battery-Governors Island-Ellis Island-Liberty Island,,
3356089616,Citi Bike - East 30th Street & Park Avenue South,Citi Bike,40.7444492,-73.9830353,sports,sporting_goods_shop,sporting_equipment_rental,Q2974438,54,Manhattan,Murray Hill-Kips Bay,60.0,105
3356089617,The Crooked Knife,The Crooked Knife,40.7451081,-73.9842044,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,56,Manhattan,Midtown South-Flatiron-Union Square,60.0,105
3356089622,Bella Napoli,Bella Napoli,40.7457391,-73.9846188,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,56,Manhattan,Midtown South-Flatiron-Union Square,60.0,105
3356089624,Così,Così,40.745224,-73.9824341,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q5175243,54,Manhattan,Murray Hill-Kips Bay,60.0,105
3356363293,Rite Aid,Rite Aid,40.7260096,-73.9521949,medical,medical_retail,pharmacy,Q3433273,2023,Brooklyn,Greenpoint,64.0,301
3356936267,USPS,United States Postal Service,40.7277578,-73.9508933,life_service,postal_service,post_box,Q668687,1008,Brooklyn,Greenpoint,64.0,301
3362035063,USPS,United States Postal Service,40.7239624,-73.9500399,life_service,postal_service,post_box,Q668687,1004,Brooklyn,Greenpoint,64.0,301
3379114584,USPS Post Box,United States Postal Service,40.8536362,-73.9382858,life_service,postal_service,post_box,Q668687,234,Manhattan,Washington Heights (North),7.0,112
3381752854,USPS,United States Postal Service,40.7421115,-73.9188386,life_service,postal_service,post_box,Q668687,1551,Queens,Sunnyside,58.0,402
3421054402,Starbucks,Starbucks,40.7300535,-73.9915669,food_and_beverage,beverage_shop,coffee_and_tea_shop,Q37158,2020,Manhattan,Greenwich Village,10.0,102
3421054408,Astor Place Theatre,Astor Place Opera House,40.7293012,-73.992186,recreation,arts_venue,performance_venue,Q4811073,2020,Manhattan,Greenwich Village,10.0,102
3430152662,USPS,United States Postal Service,40.6556606,-73.9737114,life_service,postal_service,post_box,Q668687,673,Brooklyn,Windsor Terrace-South Slope,55.0,307
3446705495,Manhattan Mini Storage,Manhattan Mini Storage,40.7609782,-73.9598897,life_service,household_service,storage_rental,,90,Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,8.0,108
3446705496,Treadwell Park,Treadwell Park,40.7614636,-73.9608923,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,95,Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,8.0,108
3446933696,Cozy Corner,Cozy Corner,40.7620543,-73.9635651,shopping,general_store,convenience_store,,95,Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,8.0,108
3446947494,Chipotle,Chipotle,40.7626004,-73.9660817,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q465751,102,Manhattan,Upper East Side-Carnegie Hill,8.0,108
3446947495,Ethan Allen,Ethan Allen,40.7624703,-73.9662476,shopping,general_store,department_store,,102,Manhattan,Upper East Side-Carnegie Hill,8.0,108
3447488961,Loft,Loft,40.7555131,-73.9870107,shopping,fashion_shop,clothes_shop,Q62075137,100,Manhattan,Midtown-Times Square,60.0,105
3447488963,Champs,Champs,40.755881,-73.9874036,shopping,fashion_shop,clothes_shop,,100,Manhattan,Midtown-Times Square,60.0,105
3447526690,Anthropologie,Anthropologie,40.7593325,-73.978595,shopping,fashion_shop,clothes_shop,Q4773903,88,Manhattan,Midtown-Times Square,60.0,105
3447527993,J.Crew,J.Crew,40.7590891,-73.9789454,shopping,fashion_shop,clothes_shop,Q5370765,88,Manhattan,Midtown-Times Square,60.0,105
3447527995,Equinox,Equinox,40.7594157,-73.9779817,shopping,fashion_shop,clothes_shop,,88,Manhattan,Midtown-Times Square,60.0,105
3447613880,Chase,Chase,40.7625568,-73.9626519,life_service,financial_service,bank,Q524629,95,Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,8.0,108
3448866515,Breads Bakery,Breads Bakery,40.7714244,-73.9596363,food_and_beverage,dessert_shop,bread_shop,,114,Manhattan,Upper East Side-Carnegie Hill,8.0,108
3448911320,Tal Bagels,Tal Bagels,40.7777126,-73.9570936,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,127,Manhattan,Upper East Side-Carnegie Hill,8.0,108
3449174226,Marc’s Barber Shop,Marc’s Barber Shop,40.731964,-73.9836367,life_service,general_service,fashion_and_beauty_service,,2031,Manhattan,Gramercy,57.0,106
3449360107,Dunkin',Dunkin',40.7068198,-73.7515517,food_and_beverage,food_and_beverage_shop,mixed_cuisine,Q847743,1701,Queens,Hollis,69.0,412
3449378524,Walgreens,Walgreens,40.7064911,-73.7512098,medical,medical_retail,pharmacy,Q1591889,1701,Queens,Hollis,69.0,412
3449393151,Crown Fried Chicken,Crown Fried Chicken,40.7072867,-73.751919,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,1701,Queens,Hollis,69.0,412
3449405612,Hollis Deli,Holliswoods Deli,40.7072023,-73.750945,food_and_beverage,raw_food_and_beverage_shop,raw_meat_shop,,1703,Queens,Queens Village,44.0,413
3449406459,Compare Foods,Compare Foods,40.7073238,-73.7505106,shopping,general_store,supermarket,,1703,Queens,Queens Village,44.0,413
3449999557,T-Mobile,T-Mobile,40.795305,-73.9332693,shopping,miscellaneous_store,electronics_shop,Q327634,2042,Manhattan,East Harlem (North),37.0,111
3450800430,Supercuts,Supercuts,40.7768621,-73.952181,life_service,general_service,fashion_and_beauty_service,Q7643239,130,Manhattan,Upper East Side-Yorkville,8.0,108
3450800432,Chase,Chase,40.7777996,-73.9520412,life_service,financial_service,bank,Q524629,130,Manhattan,Upper East Side-Yorkville,8.0,108
3450813305,Lush,Lush,40.7784635,-73.953693,shopping,fashion_shop,cosmetics_shop,Q1585448,130,Manhattan,Upper East Side-Yorkville,8.0,108
3451030436,Toloache,Toloache,40.7764768,-73.9566862,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,127,Manhattan,Upper East Side-Carnegie Hill,8.0,108
3451105394,Amour de Hair,Amour de Hair,40.7765811,-73.9558417,life_service,general_service,fashion_and_beauty_service,,127,Manhattan,Upper East Side-Carnegie Hill,8.0,108
3451116497,Starbucks,Starbucks,40.7513324,-73.9909368,food_and_beverage,beverage_shop,coffee_and_tea_shop,Q37158,94,Manhattan,Midtown-Times Square,60.0,105
3451116498,Kids Foot Locker,Foot Locker,40.7504317,-73.9897503,shopping,fashion_shop,shoe_shop,Q63335,85,Manhattan,Midtown South-Flatiron-Union Square,60.0,105
3451116499,Skechers,Skechers,40.7502967,-73.9894209,shopping,fashion_shop,shoe_shop,Q2945643,85,Manhattan,Midtown South-Flatiron-Union Square,60.0,105
3451116500,AT&T,AT&T,40.7513511,-73.9909925,shopping,miscellaneous_store,electronics_shop,Q298594,94,Manhattan,Midtown-Times Square,60.0,105
3451159777,Hollister,Hollister,40.7502476,-73.9893078,shopping,fashion_shop,clothes_shop,,85,Manhattan,Midtown South-Flatiron-Union Square,60.0,105
3451159779,T-Mobile,T-Mobile,40.7501326,-73.9890359,shopping,miscellaneous_store,electronics_shop,Q327634,85,Manhattan,Midtown South-Flatiron-Union Square,60.0,105
3451159781,Kay Jewelers,Kay Jewelers,40.7503248,-73.9895033,shopping,fashion_shop,accessory_shop,Q62029290,85,Manhattan,Midtown South-Flatiron-Union Square,60.0,105
3451203778,Santander,Santander,40.7507171,-73.9874523,life_service,financial_service,bank,Q5835668,94,Manhattan,Midtown-Times Square,60.0,105
3451208753,Duane Reade,Duane Reade,40.7509591,-73.9874993,medical,medical_retail,pharmacy,Q5310380,94,Manhattan,Midtown-Times Square,60.0,105
3451208754,HSBC,HSBC,40.7511344,-73.9874129,life_service,financial_service,bank,Q190464,94,Manhattan,Midtown-Times Square,60.0,105
3451315854,Dr. Martens,Dr. Martens,40.7512846,-73.9878939,shopping,fashion_shop,shoe_shop,Q1126126,94,Manhattan,Midtown-Times Square,60.0,105
3451315856,Rituals,Rituals,40.7512172,-73.9879054,shopping,fashion_shop,cosmetics_shop,Q62874140,94,Manhattan,Midtown-Times Square,60.0,105
3451315857,Urban Outfitters,Urban Outfitters,40.7509578,-73.9880113,shopping,fashion_shop,clothes_shop,Q3552193,94,Manhattan,Midtown-Times Square,60.0,105
3451429983,Metro by T-Mobile,Metro by T-Mobile,40.707596,-73.7511196,shopping,miscellaneous_store,electronics_shop,Q1925685,1703,Queens,Queens Village,44.0,413
3451432202,Bravo,Bravo,40.7062974,-73.7579754,shopping,general_store,supermarket,Q16985159,1699,Queens,Hollis,69.0,412
3451449736,Roti,Roti,40.7065252,-74.0071489,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,2029,Manhattan,Financial District-Battery Park City,11.0,101
3451640977,Chase,Chase,40.7582326,-73.9632363,life_service,financial_service,bank,Q524629,92,Manhattan,East Midtown-Turtle Bay,57.0,106
3451640978,bluemercury,bluemercury,40.758086,-73.9628463,shopping,fashion_shop,cosmetics_shop,Q4930376,89,Manhattan,East Midtown-Turtle Bay,57.0,106
3452904870,Starbucks,Starbucks,40.7559373,-73.9234715,food_and_beverage,beverage_shop,coffee_and_tea_shop,Q37158,1426,Queens,Astoria (Central),52.0,401
3453104459,Cafe Water,Cafe Water,40.7056658,-74.0070321,food_and_beverage,raw_food_and_beverage_shop,raw_meat_shop,,2029,Manhattan,Financial District-Battery Park City,11.0,101
3453104461,Blazing Saddles,Blazing Saddles Pier 84,40.7062161,-74.0034045,sports,sporting_goods_shop,sporting_equipment_rental,,2025,Manhattan,Financial District-Battery Park City,11.0,101
3476969412,Parkview Market,Parkview Market,40.6658177,-73.9789383,shopping,general_store,convenience_store,,669,Brooklyn,Park Slope,42.0,306
3491267497,Little Italy Pizza,Little Italy Pizza,40.7919069,-73.9734661,food_and_beverage,food_and_beverage_shop,mixed_cuisine,,168,Manhattan,Upper West Side (Central),28.0,107
3497534422,Supercuts,Supercuts,40.7329898,-73.9933964,life_service,general_service,fashion_and_beauty_service,Q7643239,44,Manhattan,Greenwich Village,10.0,102
3497534423,QQ Nails & spa,QQ Nails & Spa,40.7330671,-73.9933253,shopping,fashion_shop,cosmetics_shop,,44,Manhattan,Greenwich Village,10.0,102
3497534425,Blossom,Blossom,40.7332225,-73.9936043,food_and_beverage,food_and_beverage_shop,mixed_food_and_beverage_shop,,44,Manhattan,Greenwich Village,10.0,102
