Brand,Competitive,Related
Sweetgreen,"['Juice Generation', 'Golden Krust Caribbean Bakery & Grill', 'White Castle', 'Shake Shack', ""Dunkin'"", 'Juice Press', 'Dos Toros Taqueria', 'Subway', 'Panda Express', 'Bareburger', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Five Guys', 'Just Salad', 'Pret A Manger', 'Burger King', ""Xi'an Famous Foods"", ""Papa John's"", ""Dunkin' Donuts/Baskin Robbins"", 'Panera Bread', ""Applebee's Neighborhood Grill & Bar"", 'Checkers', ""McDonald's"", 'Lenwich', 'Chipotle', ""Wendy's"", 'Gong Cha', 'Atomic Wings', 'IHOP']","[""Nathan's"", 'BurgerFi', 'Smashburger', 'Panera Bread', 'White Castle', 'Red Lobster', ""TGI Friday's"", 'Johnny Rockets', 'The Counter']"
UPS,"['USPS', 'United States Postal Service']","['Starbucks Reserve', ""Papa John's""]"
Gristedes,"['C-Town Supermarkets', 'Key Foods', 'Whole Foods Market', 'Bravo', 'Foodtown', 'Stop & Shop', 'Ideal Food Basket', ""Trader Joe's"", 'Fine Fare', 'Key Food']",[]
Crown Fried Chicken,"['KFC', 'Chick-fil-A', 'Popeyes']",[]
Gap,"['H&M', 'Old Navy', 'Rainbow', 'Lululemon', ""Victoria's Secret"", ""The Children's Place""]","['Brooks Brothers', ""Carter's"", 'H&M', 'Barneys New York', 'Forever 21', 'American Eagle Outfitters', 'Petco', 'Cathay Bank', 'Best Buy']"
Cohen's Fashion Optical,[],"[""Nathan's"", 'Eileen Fisher']"
Papa John's,"['Juice Generation', 'Golden Krust Caribbean Bakery & Grill', 'White Castle', 'Shake Shack', ""Dunkin'"", 'Juice Press', 'Dos Toros Taqueria', 'Subway', 'Sweetgreen', 'Panda Express', 'Bareburger', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Five Guys', 'Just Salad', 'Pret A Manger', 'Burger King', ""Xi'an Famous Foods"", ""Dunkin' Donuts/Baskin Robbins"", 'Panera Bread', ""Applebee's Neighborhood Grill & Bar"", 'Checkers', ""McDonald's"", 'Lenwich', 'Chipotle', ""Wendy's"", 'Gong Cha', 'Atomic Wings', 'IHOP']","['Little Caesars', 'Aroma Espresso Bar', ""Carter's"", 'California Pizza Kitchen', 'White Castle', 'Subway', 'Panda Express', 'Chick-fil-A', 'Jollibee', 'Krispy Kreme', ""Auntie Anne's"", ""Dunkin' Donuts"", 'Starbucks Reserve', 'Taco Bell', 'Five Guys', 'Pizza Hut', 'Cold Stone Creamery', 'UPS', ""Nathan's"", 'Burger King', 'BurgerFi', 'Sbarro', ""Papa John's"", 'Popeyes', 'Panera Bread', ""Denny's"", 'Buffalo Wild Wings', ""Applebee's Neighborhood Grill & Bar"", ""Chili's"", 'Cinnabon', ""McDonald's"", 'Wingstop', 'Checkers', 'Johnny Rockets', ""Jersey Mike's"", 'Charleys Philly Steaks', 'The Counter', 'Chipotle', 'Smashburger', 'Häagen-Dazs', 'Olive Garden', 'Tim Hortons', 'American Eagle Outfitters', 'Cathay Bank', 'Qdoba', ""Chuck E. Cheese's"", 'KFC', 'IHOP']"
White Castle,"['Juice Generation', 'Golden Krust Caribbean Bakery & Grill', 'Shake Shack', ""Dunkin'"", 'Juice Press', 'Dos Toros Taqueria', 'Subway', 'Sweetgreen', 'Panda Express', 'Bareburger', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Five Guys', 'Just Salad', 'Pret A Manger', 'Burger King', ""Xi'an Famous Foods"", ""Papa John's"", ""Dunkin' Donuts/Baskin Robbins"", 'Panera Bread', ""Applebee's Neighborhood Grill & Bar"", 'Checkers', ""McDonald's"", 'Lenwich', 'Chipotle', ""Wendy's"", 'Gong Cha', 'Atomic Wings', 'IHOP']","['Little Caesars', 'Shake Shack', 'Insomnia Cookies', ""Peet's Coffee"", 'Subway', 'Sweetgreen', 'Panda Express', 'Chick-fil-A', 'Jollibee', 'Krispy Kreme', ""Auntie Anne's"", ""Dunkin' Donuts"", 'The Halal Guys', 'Starbucks Reserve', 'Hooters', 'Au Bon Pain', 'Taco Bell', 'Five Guys', 'Baskin-Robbins', 'Cold Stone Creamery', 'Pizza Hut', ""Nathan's"", 'BurgerFi', 'Burger King', 'Sbarro', ""Papa John's"", 'Panera Bread', ""Denny's"", ""Arby's"", ""McDonald's"", 'Boston Market', 'Johnny Rockets', 'Cinnabon', 'Wingstop', 'Checkers', ""Jersey Mike's"", 'The Counter', 'Carvel', 'Charleys Philly Steaks', 'Così', 'The Coffee Bean & Tea Leaf', 'Potbelly', 'Chipotle', 'Smashburger', ""Wendy's"", 'Häagen-Dazs', 'Pinkberry', 'Tim Hortons', ""Ben & Jerry's"", 'Red Mango', 'Qdoba', 'Popeyes', 'KFC', 'IHOP', 'Tropical Smoothie Cafe']"
Hudson,[],[]
Mattress Firm,[],"['Best Buy', 'Petco', 'Barneys New York', 'Brooks Brothers']"
Xi'an Famous Foods,"['Juice Generation', 'Golden Krust Caribbean Bakery & Grill', 'White Castle', 'Shake Shack', ""Dunkin'"", 'Juice Press', 'Dos Toros Taqueria', 'Subway', 'Sweetgreen', 'Panda Express', 'Bareburger', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Five Guys', 'Just Salad', 'Pret A Manger', 'Burger King', ""Papa John's"", ""Dunkin' Donuts/Baskin Robbins"", 'Panera Bread', ""Applebee's Neighborhood Grill & Bar"", 'Checkers', ""McDonald's"", 'Lenwich', 'Chipotle', ""Wendy's"", 'Gong Cha', 'Atomic Wings', 'IHOP']","['Panda Express', 'Red Lobster', ""TGI Friday's"", 'The Halal Guys']"
U-Haul,[],[]
Rainbow,"['H&M', 'Old Navy', 'Gap', 'Lululemon', ""Victoria's Secret"", ""The Children's Place""]",[]
Petco,[],"['IKEA', 'Sports Authority', 'Walgreens', 'Family Dollar', 'Best Buy', 'TJ Maxx', 'PetSmart', 'The Salvation Army', 'Cricket Wireless', 'AutoZone', 'Staples', 'Ulta Beauty', 'The Coffee Bean & Tea Leaf', 'Häagen-Dazs', 'Stop & Shop', 'IHOP', 'Party City', 'RadioShack', 'Toyota', 'Public Storage', ""Peet's Coffee"", 'Marshalls', 'Whole Foods Market', 'Old Navy', 'The Container Store', 'Barnes & Noble', 'Burlington', 'Buy Buy Baby', 'Taco Bell', 'Millennium', 'Famous Footwear', ""Levi's"", 'Guitar Center', 'Guess', ""Modell's Sporting Goods"", 'Dollar General', 'HomeGoods', 'Ace Hardware', 'Michaels', 'First Republic Bank', 'California Pizza Kitchen', 'Banana Republic', 'East West Bank', 'Sephora', ""BJ's Wholesale Club"", 'Mazda', 'Charles Schwab', 'Skechers', 'Panda Express', 'Wells Fargo', ""Macy's"", 'CVS', 'City National Bank', 'ALDI', 'Goodwill', 'Dollar Tree', ""Trader Joe's"", 'Mattress Firm', 'Target', 'Gulf', 'Cathay Bank', 'LA Fitness', 'Five Below', 'The North Face', 'Costco', 'The Home Depot', 'Jenny Craig', 'Gap', 'Gymboree', 'Vans', 'Bed Bath & Beyond', 'Forever 21', 'Johnny Rockets', 'Boost Mobile', ""Kohl's"", ""Lowe's"", 'ShopRite', 'Raymour & Flanigan']"
Benjamin Moore,[],[]
Five Guys,"['Juice Generation', 'Golden Krust Caribbean Bakery & Grill', 'White Castle', 'Shake Shack', ""Dunkin'"", 'Juice Press', 'Dos Toros Taqueria', 'Subway', 'Sweetgreen', 'Panda Express', 'Bareburger', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Just Salad', 'Pret A Manger', 'Burger King', ""Xi'an Famous Foods"", ""Papa John's"", ""Dunkin' Donuts/Baskin Robbins"", 'Panera Bread', ""Applebee's Neighborhood Grill & Bar"", 'Checkers', ""McDonald's"", 'Lenwich', 'Chipotle', ""Wendy's"", 'Gong Cha', 'Atomic Wings', 'IHOP']","[""Nathan's"", 'BurgerFi', 'Smashburger', 'Panera Bread', 'Red Lobster', ""TGI Friday's"", 'Johnny Rockets', 'The Counter']"
Blue Bottle Coffee,"['Starbucks', 'Bluestone Lane', 'Gregorys Coffee', 'ViVi Bubble Tea', 'Birch Coffee', 'Hungry Ghost', 'Joe Coffee Company', 'Le Pain Quotidien']","['Au Bon Pain', 'The Coffee Bean & Tea Leaf', 'Aroma Espresso Bar', 'Pret A Manger', 'Krispy Kreme', ""Dunkin' Donuts"", 'Tim Hortons', 'Caffé Venice', 'Joe & The Juice', 'La Colombe Coffee Roasters', ""McDonald's"", 'Starbucks Reserve', ""Peet's Coffee""]"
Applebee's Neighborhood Grill & Bar,"['Juice Generation', 'Golden Krust Caribbean Bakery & Grill', 'White Castle', 'Shake Shack', ""Dunkin'"", 'Juice Press', 'Dos Toros Taqueria', 'Subway', 'Sweetgreen', 'Panda Express', 'Bareburger', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Five Guys', 'Just Salad', 'Pret A Manger', 'Burger King', ""Xi'an Famous Foods"", ""Papa John's"", ""Dunkin' Donuts/Baskin Robbins"", 'Panera Bread', 'Checkers', ""McDonald's"", 'Lenwich', 'Chipotle', ""Wendy's"", 'Gong Cha', 'Atomic Wings', 'IHOP']","['Red Lobster', 'Panera Bread', ""TGI Friday's""]"
Fairfield Inn,"['Hilton Garden Inn', 'Hampton', 'Best Western', 'Courtyard']","['Best Western', 'Econo Lodge', 'Sheraton']"
Foot Locker,[],"['Brooks Brothers', ""Nathan's"", ""Carter's"", 'Eileen Fisher', 'Barneys New York', 'American Eagle Outfitters', 'Cathay Bank', 'Best Buy']"
Enterprise,['Hertz'],[]
Checkers,"['Juice Generation', 'Golden Krust Caribbean Bakery & Grill', 'White Castle', 'Shake Shack', ""Dunkin'"", 'Juice Press', 'Dos Toros Taqueria', 'Subway', 'Sweetgreen', 'Panda Express', 'Bareburger', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Five Guys', 'Just Salad', 'Pret A Manger', 'Burger King', ""Xi'an Famous Foods"", ""Papa John's"", ""Dunkin' Donuts/Baskin Robbins"", 'Panera Bread', ""Applebee's Neighborhood Grill & Bar"", ""McDonald's"", 'Lenwich', 'Chipotle', ""Wendy's"", 'Gong Cha', 'Atomic Wings', 'IHOP']","[""Nathan's"", 'BurgerFi', 'Smashburger', 'Panera Bread', 'Johnny Rockets', 'The Counter']"
Bareburger,"['Juice Generation', 'Golden Krust Caribbean Bakery & Grill', 'White Castle', 'Shake Shack', ""Dunkin'"", 'Juice Press', 'Dos Toros Taqueria', 'Subway', 'Sweetgreen', 'Panda Express', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Five Guys', 'Just Salad', 'Pret A Manger', 'Burger King', ""Xi'an Famous Foods"", ""Papa John's"", ""Dunkin' Donuts/Baskin Robbins"", 'Panera Bread', ""Applebee's Neighborhood Grill & Bar"", 'Checkers', ""McDonald's"", 'Lenwich', 'Chipotle', ""Wendy's"", 'Gong Cha', 'Atomic Wings', 'IHOP']",[]
Foodtown,"['C-Town Supermarkets', 'Key Foods', 'Whole Foods Market', 'Bravo', 'Stop & Shop', 'Gristedes', 'Ideal Food Basket', ""Trader Joe's"", 'Fine Fare', 'Key Food']",[]
Whole Foods Market,"['C-Town Supermarkets', 'Key Foods', 'Bravo', 'Foodtown', 'Stop & Shop', 'Gristedes', 'Ideal Food Basket', ""Trader Joe's"", 'Fine Fare', 'Key Food']",[]
Deli Grocery,[],[]
Lululemon,"['H&M', 'Old Navy', 'Gap', 'Rainbow', ""Victoria's Secret"", ""The Children's Place""]",[]
Trader Joe's,"['C-Town Supermarkets', 'Key Foods', 'Whole Foods Market', 'Bravo', 'Foodtown', 'Stop & Shop', 'Gristedes', 'Ideal Food Basket', 'Fine Fare', 'Key Food']",[]
Bravo,"['C-Town Supermarkets', 'Key Foods', 'Whole Foods Market', 'Foodtown', 'Stop & Shop', 'Gristedes', 'Ideal Food Basket', ""Trader Joe's"", 'Fine Fare', 'Key Food']",[]
Retro Fitness,"['Blink Fitness', 'Planet Fitness', 'Equinox', 'Crunch Fitness', 'Orangetheory Fitness']",[]
European Wax Center,['Sephora'],[]
Sephora,['European Wax Center'],[]
Dos Toros Taqueria,"['Juice Generation', 'Golden Krust Caribbean Bakery & Grill', 'White Castle', 'Shake Shack', ""Dunkin'"", 'Juice Press', 'Subway', 'Sweetgreen', 'Panda Express', 'Bareburger', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Five Guys', 'Just Salad', 'Pret A Manger', 'Burger King', ""Xi'an Famous Foods"", ""Papa John's"", ""Dunkin' Donuts/Baskin Robbins"", 'Panera Bread', ""Applebee's Neighborhood Grill & Bar"", 'Checkers', ""McDonald's"", 'Lenwich', 'Chipotle', ""Wendy's"", 'Gong Cha', 'Atomic Wings', 'IHOP']",[]
H&M,"['Old Navy', 'Gap', 'Rainbow', 'Lululemon', ""Victoria's Secret"", ""The Children's Place""]","['Zara', 'Nissan', 'Reebok', 'Gap']"
AMC,[],"['American Airlines Theatre', 'Sony', 'Regal Cinemas']"
TJ Maxx,"['Target', 'Marshalls']","['Dollar Tree', 'Marshalls', 'Dollar General', 'HomeGoods', 'Costco', 'Target', 'Burlington', 'Saks Fifth Avenue', ""Macy's"", 'Family Dollar', 'Harbor Freight Tools', ""Bloomingdale's"", ""BJ's Wholesale Club"", 'Nordstrom Rack', 'Five Below', 'JCPenney', ""Kohl's""]"
Dunkin' Donuts/Baskin Robbins,"['Juice Generation', 'Golden Krust Caribbean Bakery & Grill', 'White Castle', 'Shake Shack', ""Dunkin'"", 'Juice Press', 'Dos Toros Taqueria', 'Subway', 'Sweetgreen', 'Panda Express', 'Bareburger', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Five Guys', 'Just Salad', 'Pret A Manger', 'Burger King', ""Xi'an Famous Foods"", ""Papa John's"", 'Panera Bread', ""Applebee's Neighborhood Grill & Bar"", 'Checkers', ""McDonald's"", 'Lenwich', 'Chipotle', ""Wendy's"", 'Gong Cha', 'Atomic Wings', 'IHOP']",[]
Lenwich,"['Juice Generation', 'Golden Krust Caribbean Bakery & Grill', 'White Castle', 'Shake Shack', ""Dunkin'"", 'Juice Press', 'Dos Toros Taqueria', 'Subway', 'Sweetgreen', 'Panda Express', 'Bareburger', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Five Guys', 'Just Salad', 'Pret A Manger', 'Burger King', ""Xi'an Famous Foods"", ""Papa John's"", ""Dunkin' Donuts/Baskin Robbins"", 'Panera Bread', ""Applebee's Neighborhood Grill & Bar"", 'Checkers', ""McDonald's"", 'Chipotle', ""Wendy's"", 'Gong Cha', 'Atomic Wings', 'IHOP']",[]
Panera Bread,"['Juice Generation', 'Golden Krust Caribbean Bakery & Grill', 'White Castle', 'Shake Shack', ""Dunkin'"", 'Juice Press', 'Dos Toros Taqueria', 'Subway', 'Sweetgreen', 'Panda Express', 'Bareburger', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Five Guys', 'Just Salad', 'Pret A Manger', 'Burger King', ""Xi'an Famous Foods"", ""Papa John's"", ""Dunkin' Donuts/Baskin Robbins"", ""Applebee's Neighborhood Grill & Bar"", 'Checkers', ""McDonald's"", 'Lenwich', 'Chipotle', ""Wendy's"", 'Gong Cha', 'Atomic Wings', 'IHOP']","['Shake Shack', 'Tous Les Jours', 'Outback Steakhouse', ""Nathan's"", 'Pret A Manger', ""Papa John's"", ""Arby's"", ""Chili's"", ""McDonald's"", 'Cinnabon', 'The Coffee Bean & Tea Leaf', 'Smashburger', 'Wasabi', ""Wendy's"", 'Tim Hortons', 'Häagen-Dazs', 'Perkins', ""Ben & Jerry's"", 'Red Mango', ""Chuck E. Cheese's"", 'IHOP', 'Tropical Smoothie Cafe', ""Carter's"", ""Peet's Coffee"", 'Subway', 'Sweetgreen', 'Chick-fil-A', 'The Halal Guys', ""TGI Friday's"", 'Starbucks Reserve', 'Au Bon Pain', 'Taco Bell', ""Jersey Mike's"", 'The Counter', 'Così', 'Chopt', 'Pinkberry', 'Red Lobster', 'American Eagle Outfitters', 'Popeyes', 'KFC', 'Golden Corral', 'Little Caesars', 'California Pizza Kitchen', 'White Castle', 'Insomnia Cookies', 'Panda Express', ""Dunkin' Donuts"", 'Caffé Venice', 'Hooters', 'Le Pain Quotidien', 'Just Salad', 'Five Guys', 'Pizza Hut', ""Dave & Buster's"", 'BurgerFi', 'Burger King', 'Sbarro', 'Pollo Campero', ""Applebee's Neighborhood Grill & Bar"", 'Checkers', 'Charleys Philly Steaks', 'Carvel', 'Chipotle', 'Olive Garden', 'Cathay Bank', 'Qdoba', 'Hard Rock Cafe', 'CAVA', ""Morton's The Steakhouse"", 'Jollibee', 'Krispy Kreme', ""Auntie Anne's"", 'Baskin-Robbins', 'Cold Stone Creamery', ""Denny's"", 'Buffalo Wild Wings', 'Boston Market', 'Johnny Rockets', 'Wingstop', 'Potbelly', ""Miller's Ale House""]"
IHOP,"['Juice Generation', 'Golden Krust Caribbean Bakery & Grill', 'White Castle', 'Shake Shack', ""Dunkin'"", 'Juice Press', 'Dos Toros Taqueria', 'Subway', 'Sweetgreen', 'Panda Express', 'Bareburger', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Five Guys', 'Just Salad', 'Pret A Manger', 'Burger King', ""Xi'an Famous Foods"", ""Papa John's"", ""Dunkin' Donuts/Baskin Robbins"", 'Panera Bread', ""Applebee's Neighborhood Grill & Bar"", 'Checkers', ""McDonald's"", 'Lenwich', 'Chipotle', ""Wendy's"", 'Gong Cha', 'Atomic Wings']","[""Nathan's"", 'BurgerFi', 'Smashburger', ""Denny's"", 'Perkins', 'Red Lobster', ""TGI Friday's"", 'Johnny Rockets', 'The Counter']"
Golden Krust Caribbean Bakery & Grill,"['Juice Generation', 'White Castle', 'Shake Shack', ""Dunkin'"", 'Juice Press', 'Dos Toros Taqueria', 'Subway', 'Sweetgreen', 'Panda Express', 'Bareburger', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Five Guys', 'Just Salad', 'Pret A Manger', 'Burger King', ""Xi'an Famous Foods"", ""Papa John's"", ""Dunkin' Donuts/Baskin Robbins"", 'Panera Bread', ""Applebee's Neighborhood Grill & Bar"", 'Checkers', ""McDonald's"", 'Lenwich', 'Chipotle', ""Wendy's"", 'Gong Cha', 'Atomic Wings', 'IHOP']",[]
Sprint,"['AT&T', 'Verizon', 'Apple Store', 'Cricket Wireless', 'Best Buy', 'Metro by T-Mobile', 'Boost Mobile', 'T-Mobile']",[]
Hampton,"['Hilton Garden Inn', 'Fairfield Inn', 'Best Western', 'Courtyard']","['Best Western', 'Econo Lodge', 'Sheraton']"
Gregorys Coffee,"['Starbucks', 'Bluestone Lane', 'ViVi Bubble Tea', 'Birch Coffee', 'Hungry Ghost', 'Blue Bottle Coffee', 'Joe Coffee Company', 'Le Pain Quotidien']",[]
Paris Baguette,[],[]
True Value,['The Home Depot'],[]
Old Navy,"['H&M', 'Gap', 'Rainbow', 'Lululemon', ""Victoria's Secret"", ""The Children's Place""]","['Brooks Brothers', 'Best Buy', 'Barneys New York']"
Hilton Garden Inn,"['Best Western', 'Fairfield Inn', 'Hampton', 'Courtyard']","['Best Western', 'Econo Lodge', 'Sheraton']"
Exxon,"['ChargePoint', 'BP', 'Shell', 'Sunoco', 'Gulf', 'Speedway', 'Citgo', 'Tesla Supercharger', 'Mobil']",[]
Juice Generation,"['Golden Krust Caribbean Bakery & Grill', 'White Castle', 'Shake Shack', ""Dunkin'"", 'Juice Press', 'Dos Toros Taqueria', 'Subway', 'Sweetgreen', 'Panda Express', 'Bareburger', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Five Guys', 'Just Salad', 'Pret A Manger', 'Burger King', ""Xi'an Famous Foods"", ""Papa John's"", ""Dunkin' Donuts/Baskin Robbins"", 'Panera Bread', ""Applebee's Neighborhood Grill & Bar"", 'Checkers', ""McDonald's"", 'Lenwich', 'Chipotle', ""Wendy's"", 'Gong Cha', 'Atomic Wings', 'IHOP']",[]
ViVi Bubble Tea,"['Starbucks', 'Bluestone Lane', 'Gregorys Coffee', 'Birch Coffee', 'Hungry Ghost', 'Blue Bottle Coffee', 'Joe Coffee Company', 'Le Pain Quotidien']",[]
Apple Store,"['AT&T', 'Verizon', 'Sprint', 'Cricket Wireless', 'Best Buy', 'Metro by T-Mobile', 'Boost Mobile', 'T-Mobile']",[]
Chick-fil-A,"['KFC', 'Crown Fried Chicken', 'Popeyes']","['Jollibee', ""Nathan's"", 'BurgerFi', 'Boston Market', 'Smashburger', 'The Halal Guys', 'Buffalo Wild Wings', 'Red Lobster', 'Pollo Campero', ""TGI Friday's"", 'Popeyes', 'Wingstop', 'KFC', 'Hooters', 'Johnny Rockets', 'The Counter']"
Ridgewood Savings Bank,"['Apple Bank', 'Chase', 'Bank of America', 'Popular', 'Wells Fargo', 'Citibank', 'Santander', 'Investors Bank', 'HSBC', 'Valley National Bank', 'TD Bank']",[]
Bolla Market,['7-Eleven'],[]
Just Salad,"['Juice Generation', 'Golden Krust Caribbean Bakery & Grill', 'White Castle', 'Shake Shack', ""Dunkin'"", 'Juice Press', 'Dos Toros Taqueria', 'Subway', 'Sweetgreen', 'Panda Express', 'Bareburger', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Five Guys', 'Pret A Manger', 'Burger King', ""Xi'an Famous Foods"", ""Papa John's"", ""Dunkin' Donuts/Baskin Robbins"", 'Panera Bread', ""Applebee's Neighborhood Grill & Bar"", 'Checkers', ""McDonald's"", 'Lenwich', 'Chipotle', ""Wendy's"", 'Gong Cha', 'Atomic Wings', 'IHOP']","['Red Lobster', ""TGI Friday's""]"
Housing Works Thrift Shop,[],[]
Best Western,"['Hilton Garden Inn', 'Fairfield Inn', 'Hampton', 'Courtyard']","['Econo Lodge', 'Fairfield Inn', 'Sheraton', 'Hampton', 'Cambria Hotel', 'Marriott', 'DoubleTree', 'Conrad', 'Holiday Inn Express', 'Hyatt Place', 'citizenM', 'Ramada', 'Aloft', 'The Ritz-Carlton', 'Westin', 'Hotel Indigo', 'Hilton Garden Inn', 'Wingate', 'Crowne Plaza', 'Millennium', 'Residence Inn', 'Four Seasons', 'Radisson', 'W Hotels', 'Four Points by Sheraton', 'Days Inn', 'La Quinta Inn', 'RIU', 'Ace Hotel', 'National Park Service', 'Rodeway Inn', 'Super 8', 'InterContinental', 'Comfort Inn', 'Homewood Suites', 'EVEN Hotels', 'SpringHill Suites', 'Courtyard', 'TownePlace Suites', 'Renaissance', 'Hard Rock Cafe']"
GoHealth Urgent Care,['CityMD'],[]
Valley National Bank,"['Apple Bank', 'Chase', 'Bank of America', 'Popular', 'Wells Fargo', 'Citibank', 'Santander', 'Investors Bank', 'HSBC', 'Ridgewood Savings Bank', 'TD Bank']",[]
Birch Coffee,"['Starbucks', 'Bluestone Lane', 'Gregorys Coffee', 'ViVi Bubble Tea', 'Hungry Ghost', 'Joe Coffee Company', 'Blue Bottle Coffee', 'Le Pain Quotidien']",[]
Panda Express,"['Juice Generation', 'Golden Krust Caribbean Bakery & Grill', 'White Castle', 'Shake Shack', ""Dunkin'"", 'Juice Press', 'Dos Toros Taqueria', 'Subway', 'Sweetgreen', 'Bareburger', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Five Guys', 'Just Salad', 'Pret A Manger', 'Burger King', ""Xi'an Famous Foods"", ""Papa John's"", ""Dunkin' Donuts/Baskin Robbins"", 'Panera Bread', ""Applebee's Neighborhood Grill & Bar"", 'Checkers', ""McDonald's"", 'Lenwich', 'Chipotle', ""Wendy's"", 'Gong Cha', 'Atomic Wings', 'IHOP']","[""Nathan's"", 'BurgerFi', ""Xi'an Famous Foods"", 'Smashburger', 'Red Lobster', ""TGI Friday's"", 'Johnny Rockets', 'The Counter']"
Courtyard,"['Hilton Garden Inn', 'Fairfield Inn', 'Hampton', 'Best Western']","['Econo Lodge', 'Sheraton']"
New York Public Library,"['Little Free Library', 'List of New York Public Library Branches']","['New York City Fire Department', 'Columbia University', 'Central Park Carousel', 'Greenacre Park', 'American Airlines Theatre', 'List of New York Public Library Branches', 'Mount Sinai Beth Israel', 'Eileen Fisher', 'Dante Park', 'Alice Austen House', 'Times Square Ball', 'NYPD Harbor Unit', 'National Park Service', 'New York City Department of Education']"
Juice Press,"['Juice Generation', 'Golden Krust Caribbean Bakery & Grill', 'White Castle', 'Shake Shack', ""Dunkin'"", 'Dos Toros Taqueria', 'Subway', 'Sweetgreen', 'Panda Express', 'Bareburger', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Five Guys', 'Just Salad', 'Pret A Manger', 'Burger King', ""Xi'an Famous Foods"", ""Papa John's"", ""Dunkin' Donuts/Baskin Robbins"", 'Panera Bread', ""Applebee's Neighborhood Grill & Bar"", 'Checkers', ""McDonald's"", 'Lenwich', 'Chipotle', ""Wendy's"", 'Gong Cha', 'Atomic Wings', 'IHOP']",[]
Equinox,"['Blink Fitness', 'Planet Fitness', 'Retro Fitness', 'Crunch Fitness', 'Orangetheory Fitness']",[]
Best Buy,"['AT&T', 'Verizon', 'Sprint', 'Apple Store', 'Cricket Wireless', 'Metro by T-Mobile', 'Boost Mobile', 'T-Mobile']","['RadioShack', 'Sports Authority', 'New York & Company', 'Hollister', ""Carter's"", 'Walgreens', 'Banana Republic', 'Family Dollar', ""Men's Wearhouse"", 'Nordstrom Rack', 'GameStop', 'JCPenney', 'Bath & Body Works', 'Sally Beauty', ""claire's"", 'GNC', 'Old Navy', ""Macy's"", 'Nike', 'CVS', ""Chico's"", 'Jenny Craig', ""Bloomingdale's"", 'Gap', 'Starbucks Reserve', 'Aeropostale', ""Victoria's Secret"", 'Brooks Brothers', 'Dollar Tree', 'Gymboree', 'Bed Bath & Beyond', 'Guitar Center', 'Forever 21', 'Godiva Chocolatier', 'Aldo', 'Key Food', ""Kohl's"", ""The Children's Place"", 'Under Armour', 'Fossil', 'Mattress Firm', 'Target', ""Lowe's"", 'Micro Center', 'Barneys New York', 'Urban Outfitters', 'Foot Locker', 'Stop & Shop', 'American Eagle Outfitters', 'Zales', 'Party City']"
Hertz,['Enterprise'],"[""Carter's"", 'American Eagle Outfitters', 'Cathay Bank']"
Modell's Sporting Goods,[],[]
Orangetheory Fitness,"['Blink Fitness', 'Planet Fitness', 'Retro Fitness', 'Equinox', 'Crunch Fitness']",[]
Bluestone Lane,"['Starbucks', 'Gregorys Coffee', 'ViVi Bubble Tea', 'Birch Coffee', 'Hungry Ghost', 'Blue Bottle Coffee', 'Joe Coffee Company', 'Le Pain Quotidien']",[]
Atomic Wings,"['Juice Generation', 'Golden Krust Caribbean Bakery & Grill', 'White Castle', 'Shake Shack', ""Dunkin'"", 'Juice Press', 'Dos Toros Taqueria', 'Subway', 'Sweetgreen', 'Panda Express', 'Bareburger', ""Dunkin' Donuts"", 'Texas Chicken & Burgers', 'Dig', 'Taco Bell', 'Five Guys', 'Just Salad', 'Pret A Manger', 'Burger King', ""Xi'an Famous Foods"", ""Papa John's"", ""Dunkin' Donuts/Baskin Robbins"", 'Panera Bread', ""Applebee's Neighborhood Grill & Bar"", 'Checkers', ""McDonald's"", 'Lenwich', 'Chipotle', ""Wendy's"", 'Gong Cha', 'IHOP']",[]
